fk_course,fk_plan,fk_teacher_teacher,teacher_name,language_type,fk_student,fk_test,origin_test_id,interaction_id,course_ware_id,package_id,package_name,page_id,order_id,data_source,test_type,test_type_desc,is_answer,answer_time,is_force,is_right,total_blank_nums,right_blank_nums,right_ratio,score,submit_time,etl_time,dt,年级,讲次
100893,816083,43944,杨洋,1.0,55125895,308061166158764566_6020170,1,308061166158764566,117007,5272784,30,6020170,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,22.0,0.0,1.0,1.0,1.0,100.0,,2021-01-26 19:46:50,2021-01-27 05:08:39.612,20210126,大,10
99781,878714,52428,罗澜,1.0,65066812,586261598005223896_6697507,1,586261598005223896,125335,5909077,游戏三：脑科学：注意定向-两岸的声音,6697507,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,74.0,0.0,1.0,8.0,8.0,100.0,,2021-03-17 19:22:08,2021-03-18 05:34:22.245,20210317,中,19
99781,812275,22464,张智超,1.0,61997450,2091061252405794398_6256882,1,2091061252405794398,119208,5496346,游戏三：射箭游戏（点选套题）,6256882,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,0,,,,,,,,,2021-02-06 05:57:35.352,20210205,中,13
99780,812243,15006,关艺,1.0,8890949,2131160855149128802_5615873,1,2131160855149128802,112898,4895009,17,5615873,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,15.0,0.0,1.0,1.0,1.0,100.0,,2020-12-21 19:51:49,2020-12-22 05:32:38.944,20201221,中,3
99780,812262,15006,关艺,1.0,57561178,951261667261226988_6891362,1,951261667261226988,133373,6088223,互动游戏（三) 脑科学比一比,6891362,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,86.0,0.0,2.0,4.0,3.0,75.0,,2021-03-25 19:45:01,2021-03-26 05:37:06.397,20210325,中,22
99772,812086,22464,张智超,1.0,51680932,2031161667112413268_6881804,1,2031161667112413268,129978,6079393,游戏三：阿丘障碍赛马（包装替换）,6881804,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,85.0,0.0,1.0,1.0,1.0,100.0,,2021-03-25 19:20:11,2021-03-26 05:37:06.397,20210325,大,22
99772,812080,22464,张智超,1.0,3881750,2123361485807724840_6531270,1,2123361485807724840,122101,5756050,28,6531270,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,32.0,0.0,1.0,1.0,1.0,100.0,,2021-03-04 19:41:51,2021-03-05 05:18:29.998,20210304,大,16
99772,812084,22464,张智超,1.0,24988813,1003061606704375978_6731604,1,1003061606704375978,126163,5939759,游戏三：脑科学：手眼配合—春风垂柳,6731604,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,51.0,0.0,1.0,2.0,2.0,100.0,,2021-03-18 19:31:36,2021-03-19 05:27:46.087,20210318,大,20
99778,812214,15006,关艺,1.0,59705862,923061554834743964_6636971,1,923061554834743964,123110,5853462,游戏二：抓娃娃,6636971,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,39.0,0.0,1.0,2.0,2.0,100.0,,2021-03-12 19:26:29,2021-03-17 11:45:37.371,20210312,中,18
100895,816118,34447,王旭晖,1.0,17688501,2129560811716196404_5581867,1,2129560811716196404,113893,4864584,白日依山尽,5581867,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,30.0,0.0,1.0,1.0,1.0,100.0,,2020-12-16 19:13:15,2020-12-17 05:52:12.558,20201216,中,1
99771,812059,22464,张智超,1.0,52415059,233761537497402458_6576662,1,233761537497402458,124159,5798069,季节场景拖拽,6576662,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,22.0,0.0,1.0,1.0,1.0,100.0,,2021-03-10 19:16:37,2021-03-11 05:20:21.594,20210310,大,17
99772,812082,22464,张智超,1.0,62036872,234261546103180072_6625867,1,234261546103180072,122174,5843229,游戏三：脑科学：注意抑制—季节景色,6625867,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,101.0,0.0,1.0,3.0,3.0,100.0,,2021-03-11 19:12:13,2021-03-12 05:21:16.009,20210311,大,18
99772,812085,22464,张智超,1.0,62099751,1941961641230171688_6856608,1,1941961641230171688,124113,6056196,游戏四：拖拽制作蛋糕,6856608,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,50.0,0.0,1.0,3.0,3.0,100.0,,2021-03-22 19:25:54,2021-03-23 05:53:57.153,20210322,大,21
125567,910247,43944,杨洋,1.0,22005112,950561658619219020_6856620,1,950561658619219020,124113,6056208,32,6856620,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,17.0,0.0,1.0,1.0,1.0,100.0,,2021-03-24 19:43:29,2021-03-25 05:28:55.232,20210324,大,21
106874,878739,52428,罗澜,1.0,65382294,540261675933848160_6892258,1,540261675933848160,133373,6089034,互动游戏（六) 脑科学语音分辨,6892258,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,92.0,0.0,1.0,3.0,3.0,100.0,,2021-03-26 19:50:30,2021-03-27 05:39:51.867,20210326,中,22
99771,812057,22464,张智超,1.0,54157906,922061476993928446_6257183,1,922061476993928446,121194,5496618,游戏一：打电话110,6257183,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,31.0,0.0,1.0,1.0,1.0,100.0,,2021-03-03 19:12:52,2021-03-04 05:17:28.241,20210303,大,15
99778,812206,15006,关艺,1.0,52116605,2063961166042952672_6098553,1,2063961166042952672,131222,5347220,游戏四：（脑科学---比一比游戏）,6098553,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,68.0,0.0,1.0,3.0,3.0,100.0,,2021-01-26 19:28:21,2021-01-27 05:08:39.612,20210126,中,10
99772,812075,22464,张智超,1.0,23441018,768161183227437410_6026406,1,768161183227437410,117944,5278765,10,6026406,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,25.0,0.0,1.0,2.0,2.0,100.0,,2021-01-28 19:11:42,2021-01-29 05:08:06.55,20210128,大,11
99778,812212,15006,关艺,1.0,51889489,233461494318274814_6538496,1,233461494318274814,141640,5762892,游戏三：选择门票（点选）,6538496,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,39.0,0.0,1.0,1.0,1.0,100.0,,2021-03-05 19:20:25,2021-03-06 05:28:56.52,20210305,中,16
99781,812283,22464,张智超,1.0,61983915,206761649836484692_6855019,1,206761649836484692,146775,6054664,游戏四：找不同模板,6855019,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,46.0,0.0,1.0,1.0,1.0,100.0,,2021-03-23 19:20:11,2021-03-24 05:29:52.186,20210323,中,21
100893,816074,43944,杨洋,1.0,53990196,3215160803083800644_5578856,1,3215160803083800644,110783,4861777,注意抑制-打地鼠（维修工）,5578856,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,115.0,0.0,1.0,3.0,3.0,100.0,,2020-12-15 19:15:56,2020-12-16 05:24:51.635,20201215,大,1
127161,920673,55995,王婧莹,1.0,60345429,998261071095817382_5905209,1,998261071095817382,115091,5162608,29,5905209,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,0,,,,,,,,,2021-01-16 05:10:32.199,20210115,大,7
99781,812277,22464,张智超,1.0,60841715,2066761468470891992_6463428,1,2066761468470891992,121382,5692496,24,6463428,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,22.0,0.0,1.0,1.0,1.0,100.0,,2021-03-02 19:32:13,2021-03-03 05:17:52.875,20210302,中,15
99771,812061,22464,张智超,1.0,14640975,1867661598123685714_6673528,0,1867661598123685714,125196,5887079,30,6673528,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,12.0,0.0,-1.0,0.0,0.0,,85.0,2021-03-17 19:40:58,2021-03-18 05:34:22.245,20210317,大,19
99771,812064,22464,张智超,1.0,49418976,2458461684429210140_6881804,1,2458461684429210140,129978,6079393,游戏三：阿丘障碍赛马（包装替换）,6881804,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,89.0,0.0,1.0,1.0,1.0,100.0,,2021-03-27 19:26:22,2021-03-28 06:03:05.017,20210327,大,22
125567,910246,43944,杨洋,1.0,62847591,2724861624043907184_6730660,1,2724861624043907184,126163,5938880,30,6730660,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,28.0,0.0,1.0,1.0,1.0,100.0,,2021-03-20 19:41:09,2021-03-21 06:19:28.188,20210320,大,20
106874,878723,52428,罗澜,1.0,590397,3215161045227061858_5882350,1,3215161045227061858,116538,5140748,游戏二：风字辨析（吃火锅模板）,5882350,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,120.0,0.0,1.0,1.0,1.0,100.0,,2021-01-12 19:53:12,2021-01-13 05:10:48.737,20210112,中,6
106587,876567,15316,王越,1.0,53863168,3215461044861496734_5880390,1,3215461044861496734,111834,5138950,游戏一：脑科学：手眼配合-高山流水,5880390,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,53.0,0.0,1.0,2.0,2.0,100.0,,2021-01-12 18:51:17,2021-01-13 05:10:48.737,20210112,大,6
99781,812279,22464,张智超,1.0,51825827,676261528856132128_6584000,1,676261528856132128,122723,5804813,游戏二：脑科学：注意搜索-山色空蒙雨亦奇,6584000,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,88.0,0.0,1.0,5.0,5.0,100.0,,2021-03-09 19:17:31,2021-03-10 05:19:49.931,20210309,中,17
106587,876578,15316,王越,1.0,25396610,233761528845639872_6576664,0,233761528845639872,124159,5798071,28,6576664,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,50.0,0.0,-1.0,0.0,0.0,,87.0,2021-03-09 19:15:19,2021-03-10 05:19:49.931,20210309,大,17
106587,876581,15316,王越,1.0,62980805,2042161615155421082_6731603,1,2042161615155421082,126163,5939758,游戏二：色彩涂鸦——春季场景,6731603,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,68.0,0.0,1.0,1.0,1.0,100.0,,2021-03-19 19:00:25,2021-03-20 05:32:17.043,20210319,大,20
100895,816131,34447,王旭晖,1.0,62386670,921561442549405608_6043167,0,921561442549405608,119237,5295009,26,6043167,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,22.0,0.0,-1.0,0.0,0.0,,86.0,2021-02-27 19:32:11,2021-02-28 05:15:57.281,20210227,中,14
99781,812283,22464,张智超,1.0,17904287,540061649901975374_6856055,1,540061649901975374,146775,6055684,23,6856055,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,20.0,0.0,1.0,1.0,1.0,100.0,,2021-03-23 19:30:44,2021-03-24 05:29:52.186,20210323,中,21
125567,910247,43944,杨洋,1.0,60614548,179761658401895792_6856600,1,179761658401895792,124113,6056188,游戏一：锦囊妙计,6856600,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,41.0,0.0,1.0,1.0,1.0,100.0,,2021-03-24 19:07:40,2021-03-25 05:28:55.232,20210324,大,21
100893,816076,43944,杨洋,1.0,58298552,3215460863732438396_5638165,1,3215460863732438396,116439,4914854,29,5638165,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,25.0,0.0,1.0,1.0,1.0,100.0,,2020-12-22 19:42:30,2020-12-23 05:33:01.237,20201222,大,3
100893,816094,43944,杨洋,1.0,60165022,898861649789715456_6856605,1,898861649789715456,124113,6056193,游戏二：脑科学：注意抑制—迷路包装,6856605,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,0,,,,,,,,,2021-03-24 05:29:52.186,20210323,大,21
99768,811988,15316,王越,1.0,52324372,231761235175495416_6191915,1,231761235175495416,117486,5435629,游戏二：脑科学：寻找乌鸦—圆月,6191915,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,101.0,1.0,1.0,3.0,3.0,100.0,,2021-02-03 19:30:58,2021-02-04 05:11:04.832,20210203,大,12
99778,812198,15006,关艺,1.0,53215094,3215260829134657086_5585838,1,3215260829134657086,110965,4868265,19,5585838,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,0,,,,,,,,,2020-12-19 05:19:40.976,20201218,中,2
106871,878660,9771,宋爽,1.0,40976778,3215261140258522956_5926984,1,3215261140258522956,118799,5182983,16,5926984,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,53.0,0.0,1.0,2.0,2.0,100.0,,2021-01-23 19:50:42,2021-01-24 08:17:05.593,20210123,大,9
100893,816084,43944,杨洋,1.0,57273241,414461192006819462_6026426,1,414461192006819462,117944,5278785,30,6026426,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,23.0,0.0,1.0,1.0,1.0,100.0,,2021-01-29 19:34:51,2021-01-30 05:44:21.351,20210129,大,11
99778,812200,15006,关艺,1.0,20244487,121960984510154794_5798983,1,121960984510154794,122828,5061671,10游戏三：帮助爷爷放炮（拖拽）,5798983,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,17.0,0.0,1.0,1.0,1.0,100.0,,2021-01-05 19:11:59,2021-01-06 05:17:17.396,20210105,中,4
99778,812205,15006,关艺,1.0,54632759,2129561131393331764_6054743,1,2129561131393331764,130233,5306049,互动模板,6054743,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,25.0,0.0,1.0,1.0,1.0,100.0,,2021-01-22 19:12:39,2021-01-23 05:08:19.749,20210122,中,9
106874,878730,52428,罗澜,1.0,61582182,1987161252652511356_6212759,1,1987161252652511356,119208,5454673,25,6212759,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,20.0,0.0,1.0,1.0,1.0,100.0,,2021-02-05 20:02:27,2021-02-06 05:57:35.352,20210205,中,13
99778,812204,15006,关艺,1.0,60018566,45561105456457644_5887216,1,45561105456457644,117004,5145433,游戏一：来对往,5887216,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,30.0,0.0,1.0,2.0,2.0,100.0,,2021-01-19 19:09:55,2021-01-20 05:44:34.171,20210119,中,8
99772,812085,22464,张智超,1.0,24986855,950161641341123226_6856620,1,950161641341123226,124113,6056208,32,6856620,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,19.0,0.0,1.0,1.0,1.0,100.0,,2021-03-22 19:43:52,2021-03-23 05:53:57.153,20210322,大,21
99768,811995,15316,王越,1.0,43893859,234461598101419692_6695914,1,234461598101419692,125196,5907628,游戏三：脑科学：形容词词语结构与词汇积累,6695914,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,150.0,0.0,1.0,4.0,4.0,100.0,,2021-03-17 19:39:26,2021-03-18 05:34:22.245,20210317,大,19
99780,812251,15006,关艺,1.0,65280096,3215461183528163172_6131004,1,3215461183528163172,117656,5377592,19,6131004,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,24.0,0.0,1.0,1.0,1.0,100.0,,2021-01-28 20:01:48,2021-01-29 05:08:06.55,20210128,中,11
100893,816093,43944,杨洋,1.0,13538212,797661615247685560_6731602,1,797661615247685560,126163,5939757,游戏一：脑科学：韵脚辨识,6731602,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,111.0,0.0,1.0,3.0,3.0,100.0,,2021-03-19 19:16:30,2021-03-20 05:32:17.043,20210319,大,20
99780,812250,15006,关艺,1.0,60039863,918961157576937116_6098553,1,918961157576937116,131222,5347220,游戏四：（脑科学---比一比游戏）,6098553,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,52.0,0.0,1.0,3.0,3.0,100.0,,2021-01-25 19:57:04,2021-01-26 05:10:19.673,20210125,中,10
99768,811992,15316,王越,1.0,51536487,818861503091144926_6531270,1,818861503091144926,122101,5756050,28,6531270,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,23.0,0.0,1.0,1.0,1.0,100.0,,2021-03-06 19:42:16,2021-03-07 05:33:12.571,20210306,大,16
99779,812229,15006,关艺,1.0,8346578,3215261183150765072_6155596,0,3215261183150765072,117656,5400744,17,6155596,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,43.0,0.0,-1.0,0.0,0.0,,88.0,2021-01-28 19:00:15,2021-01-29 05:08:06.55,20210128,中,11
99780,812243,15006,关艺,1.0,49993325,2131160855149128802_5615873,1,2131160855149128802,112898,4895009,17,5615873,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,17.0,0.0,1.0,1.0,1.0,100.0,,2020-12-21 19:51:50,2020-12-22 05:32:38.944,20201221,中,3
106874,878728,52428,罗澜,1.0,62073885,3215161192067065800_6158326,1,3215161192067065800,117656,5403311,10游戏三：夸父休息（点选）,6158326,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,21.0,0.0,1.0,1.0,1.0,100.0,,2021-01-29 19:44:52,2021-01-30 05:44:21.351,20210129,中,11
99779,812224,15006,关艺,1.0,51516644,2129561036297577082_5726077,1,2129561036297577082,116538,4993999,33,5726077,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,0,,,,,,,,,2021-01-12 05:07:30.655,20210111,中,6
100893,816088,43944,杨洋,1.0,63766519,675261468443656104_6278282,1,675261468443656104,121194,5516756,游戏三：寻找警局药店,6278282,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,34.0,0.0,1.0,2.0,2.0,100.0,,2021-03-02 19:27:51,2021-03-03 05:17:52.875,20210302,大,15
99779,812226,15006,关艺,1.0,62394609,307061096777957668_5887223,1,307061096777957668,117004,5145440,26,5887223,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,22.0,0.0,1.0,1.0,1.0,100.0,,2021-01-18 19:03:22,2021-01-19 05:11:12.566,20210118,中,8
106874,878739,52428,罗澜,1.0,3654642,2511061675893425236_6891362,1,2511061675893425236,133373,6088223,互动游戏（三) 脑科学比一比,6891362,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,67.0,0.0,2.0,4.0,3.0,75.0,,2021-03-26 19:43:23,2021-03-27 05:39:51.867,20210326,中,22
99769,876579,15316,王越,1.0,8035298,465261554705412124_6625867,1,465261554705412124,122174,5843229,游戏三：脑科学：注意抑制—季节景色,6625867,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,106.0,0.0,1.0,3.0,3.0,100.0,,2021-03-12 19:06:00,2021-03-17 11:45:37.371,20210312,大,18
99769,812002,15316,王越,1.0,51080016,3215160975526980684_5672170,1,3215160975526980684,116416,4945879,海底连连看,5672170,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,68.0,0.0,1.0,3.0,3.0,100.0,,2021-01-04 18:15:38,2021-01-05 05:05:52.549,20210104,大,4
99780,812214,15006,关艺,1.0,47563098,2723061554802732520_6636969,1,2723061554802732520,123110,5853460,游戏三：脑科学：目标部件搜索-杭州小笼包,6636969,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,69.0,0.0,1.0,3.0,3.0,100.0,,2021-03-12 19:21:38,2021-03-17 11:45:37.371,20210312,中,18
106873,878707,52428,罗澜,1.0,27340550,2101361235076689642_6187558,1,2101361235076689642,117674,5431423,10游戏二：影子匹配（拖拽匹配）,6187558,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,28.0,0.0,1.0,1.0,1.0,100.0,,2021-02-03 19:13:17,2021-02-04 05:11:04.832,20210203,中,12
106873,878706,52428,罗澜,1.0,10093403,2224161200594640624_6155596,0,2224161200594640624,117656,5400744,17,6155596,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,40.0,0.0,-1.0,0.0,0.0,,89.0,2021-01-30 19:27:55,2021-01-31 05:50:15.971,20210130,中,11
100893,816086,43944,杨洋,1.0,65194659,769161252382956082_6223719,1,769161252382956082,120286,5465047,游戏一：躲避年兽,6223719,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,51.0,0.0,1.0,3.0,3.0,100.0,,2021-02-05 19:18:02,2021-02-06 05:57:35.352,20210205,大,13
106587,811994,15316,王越,1.0,58831502,1867461563596470496_6625876,1,1867461563596470496,122174,5843238,33,6625876,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,32.0,0.0,1.0,1.0,1.0,100.0,,2021-03-13 19:46:37,2021-03-14 05:32:22.109,20210313,大,18
99768,811981,15316,王越,1.0,19042191,3215461019267205898_5803915,1,3215461019267205898,122986,5066394,32,5803915,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,0,,,,,,,,,2021-01-10 05:08:28.613,20210109,大,5
99778,812214,15006,关艺,1.0,50775946,897761554862623346_6630601,0,897761554862623346,123110,5847682,30,6630601,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,34.0,0.0,-1.0,0.0,0.0,,73.0,2021-03-12 19:32:02,2021-03-17 11:45:37.371,20210312,中,18
99772,812070,22464,张智超,1.0,49407661,3215261036389945920_5880390,1,3215261036389945920,111834,5138950,游戏一：脑科学：手眼配合-高山流水,5880390,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,41.0,0.0,1.0,2.0,2.0,100.0,,2021-01-11 19:19:01,2021-01-12 05:07:30.655,20210111,大,6
99769,812020,15316,王越,1.0,17763524,2031161666544320834_6881798,1,2031161666544320834,129978,6079387,游戏二：时光穿梭,6881798,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,39.0,0.0,1.0,3.0,3.0,100.0,,2021-03-25 17:44:43,2021-03-26 05:37:06.397,20210325,大,22
100893,816080,43944,杨洋,1.0,61505170,3388561071040359924_5925644,1,3388561071040359924,115091,5181786,游戏二：脑科学：打地鼠——跳舞长颈鹿包装,5925644,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,108.0,0.0,1.0,3.0,3.0,100.0,,2021-01-15 19:35:12,2021-01-16 05:10:32.199,20210115,大,7
99779,812234,15006,关艺,1.0,16286721,2720261485503765478_6538496,1,2720261485503765478,141640,5762892,游戏三：选择门票（点选）,6538496,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,56.0,0.0,1.0,1.0,1.0,100.0,,2021-03-04 19:01:29,2021-03-05 05:18:29.998,20210304,中,16
99772,812085,22464,张智超,1.0,60996784,179661641173952368_6849218,1,179661641173952368,124113,6049030,游戏三：脑科学：动词词语结构与词汇积累,6849218,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,87.0,0.0,1.0,3.0,3.0,100.0,,2021-03-22 19:17:07,2021-03-23 05:53:57.153,20210322,大,21
106871,878661,9771,宋爽,1.0,48343115,2023661174901042166_6020159,1,2023661174901042166,117007,5272773,22,6020159,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,60.0,0.0,1.0,1.0,1.0,100.0,,2021-01-27 20:04:33,2021-01-28 05:13:12.864,20210127,大,10
99769,812012,15316,王越,1.0,45087995,1939061424775587968_6284137,1,1939061424775587968,120372,5522349,游戏三：脑科学：部件位置判断,6284137,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,117.0,0.0,1.0,5.0,5.0,100.0,,2021-02-25 18:11:15,2021-02-26 06:44:28.448,20210225,大,14
99771,812059,22464,张智超,1.0,25356060,676261537556709550_6576651,1,676261537556709550,124159,5798058,脑科学：空间位置判断-秋冬场景,6576651,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,54.0,0.0,1.0,3.0,3.0,100.0,,2021-03-10 19:27:06,2021-03-11 05:20:21.594,20210310,大,17
99781,812275,22464,张智超,1.0,18071894,202561252461266216_6212759,1,202561252461266216,119208,5454673,25,6212759,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,180.0,1.0,1.0,1.0,1.0,100.0,,2021-02-05 19:30:46,2021-02-06 05:57:35.352,20210205,中,13
99769,812013,15316,王越,1.0,52623814,2719661459315751126_6278282,1,2719661459315751126,121194,5516756,游戏三：寻找警局药店,6278282,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,22.0,0.0,1.0,2.0,2.0,100.0,,2021-03-01 18:06:22,2021-03-02 06:52:54.597,20210301,大,15
100893,816085,43944,杨洋,1.0,61934640,2122061226616110854_6174689,1,2122061226616110854,117486,5419091,28,6174689,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,24.0,0.0,1.0,1.0,1.0,100.0,,2021-02-02 19:43:07,2021-02-03 05:19:05.452,20210202,大,12
100893,816093,43944,杨洋,1.0,61296237,797661615348869070_6731604,1,797661615348869070,126163,5939759,游戏三：脑科学：手眼配合—春风垂柳,6731604,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,46.0,0.0,1.0,2.0,2.0,100.0,,2021-03-19 19:32:17,2021-03-20 05:32:17.043,20210319,大,20
127161,920675,55995,王婧莹,1.0,8939498,3215361131590175834_5951372,1,3215361131590175834,118799,5206021,35,5951372,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,26.0,0.0,1.0,1.0,1.0,100.0,,2021-01-22 19:45:27,2021-01-23 05:08:19.749,20210122,大,9
106587,876572,15316,王越,1.0,50794757,3158661191878415710_6117439,0,3158661191878415710,117944,5364962,32,6117439,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,37.0,0.0,-1.0,0.0,0.0,,80.0,2021-01-29 19:14:05,2021-01-30 05:44:21.351,20210129,大,11
99780,812259,15006,关艺,1.0,52127911,417661580953857220_6697511,1,417661580953857220,125335,5909081,游戏五：脑科学：韵脚辨识,6697511,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,152.0,0.0,1.0,3.0,3.0,100.0,,2021-03-15 20:01:31,2021-03-16 05:35:05.658,20210315,中,19
99770,812035,15316,王越,1.0,60248017,921761459874394718_5736885,0,921761459874394718,121194,5003941,28,5736885,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,45.0,0.0,-1.0,0.0,0.0,,70.0,2021-03-01 19:40:13,2021-03-02 06:52:54.597,20210301,大,15
99770,811998,15316,王越,1.0,4082014,2031161684447514130_6881804,1,2031161684447514130,129978,6079393,游戏三：阿丘障碍赛马（包装替换）,6881804,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,90.0,0.0,1.0,1.0,1.0,100.0,,2021-03-27 19:29:26,2021-03-28 06:03:05.017,20210327,大,22
99781,812283,22464,张智超,1.0,30533996,2457661649866948954_6852043,1,2457661649866948954,146775,6051780,17游戏五：搬山组词（拖拽）,6852043,0,ods_live_edc_xes_edc_online_answer_logs,5,游戏,1,25.0,0.0,1.0,1.0,1.0,100.0,,2021-03-23 19:24:55,2021-03-24 05:29:52.186,20210323,中,21
106587,876582,15316,王越,1.0,13341960,595561649645557736_6849218,1,595561649645557736,124113,6049030,游戏三：脑科学：动词词语结构与词汇积累,6849218,0,ods_live_edc_xes_edc_online_answer_logs,42,脑科学,1,102.0,0.0,1.0,3.0,3.0,100.0,,2021-03-23 18:49:19,2021-03-24 05:29:52.186,20210323,大,21
99781,812266,22464,张智超,1.0,12113816,2336860984649025350_5798915,0,2336860984649025350,122828,5061603,22,5798915,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,0,,,,,,,,,2021-01-06 05:17:17.396,20210105,中,4
106873,878699,52428,罗澜,1.0,60254219,1119660993259941698_5798915,0,1119660993259941698,122828,5061603,22,5798915,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,1,18.0,0.0,-1.0,0.0,0.0,,85.0,2021-01-06 19:30:49,2021-01-07 05:09:42.763,20210106,中,4
99772,812079,22464,张智超,1.0,19157870,443361459856763676_5736885,0,443361459856763676,121194,5003941,28,5736885,1,ods_live_edc_xes_edc_online_answer_logs,18,超级演讲秀,0,,,,,,,,,2021-03-02 06:52:54.597,20210301,大,15
