plan_id,class_id,course_ware_id,package_id,page_id,order_id,interaction_id,stu_id,test_id,is_playback,is_force,submit_time,ability,subability,typea,typeb,difficulty_level,total_correct,total_incorrect,correct_click,incorrect_click,score,dt
811991,1254888,121194,5496620,6257185,0,2627561477112412666,49609472,1,0,0,2021-03-03 19:34:18.0,注意力,注意抑制训练,500,504,1,8,0,8,0,65,2021-03-03
812066,1255212,110771,4867624,5585188,0,2131160820459352610,56522995,1,0,0,2020-12-17 19:31:49.0,注意力,注意广度训练,500,503,1,14,0,14,0,110,2021-02-19
816093,2257372,126163,5939758,6731603,0,1003261615289390314,3701021,1,0,0,2021-03-19 19:21:36.0,语音意识,声调辨识训练,100,101,2,1,0,,,100,2021-03-24
812069,1595982,122986,5066390,5803911,0,3426861001956883466,48244271,1,0,1,2021-01-07 19:41:58.0,注意力,注意广度训练,500,503,2,10,1,10,1,91.6,2021-02-19
1011008,2085011,132304,5400021,6154806,0,202461243303112846,62368973,1,1,0,2021-03-10 19:26:35.0,注意力,注意搜索训练,500,501,3,8,0,16,1,100.00,2021-03-10
910246,1656076,126163,5939759,6731604,0,1096361624002247812,20181459,1,0,0,2021-03-20 19:34:39.0,视动能力,手眼配合训练,400,402,2,6,0,,,100,2021-03-24
812280,1786677,123110,5853460,6636969,0,417761554784286260,55822907,1,1,0,2021-03-15 20:23:00.0,字形规则意识,目标部件搜索训练,200,201,3,1,2,,,33,2021-03-17
812079,1524456,121194,5496620,6257185,0,742361459809451626,59702465,1,0,0,2021-03-01 19:29:59.0,注意力,注意抑制训练,500,504,1,13,0,13,0,100,2021-03-03
812041,1656350,124113,6056199,6856611,0,418661641272113148,56060658,1,0,0,2021-03-22 19:34:49.0,语素意识,动词词语结构与词汇积累训练,300,301,1,4,0,,,100,2021-03-24
812210,1255242,119237,5560329,6324384,0,2454261433795607218,59933759,1,1,0,2021-02-28 14:10:46.0,字形规则意识,目标部件搜索训练,200,201,1,1,2,,,33,2021-03-03
878696,1770177,113893,4864588,5581871,0,3215260811810554166,62253843,1,1,1,2021-01-03 19:03:23.0,语音意识,声调辨识训练,100,101,1,3,1,,,75,2021-02-19
876565,1257838,116416,4945872,5672163,0,2776760984456824212,21822401,1,0,0,2021-01-05 19:04:42.0,注意力,注意广度训练,500,503,2,14,1,14,1,106.7,2021-02-19
812080,1760657,122101,5756041,6531261,0,2508861485759057504,61817155,1,0,0,2021-03-04 19:34:20.0,视动能力,手眼配合训练,400,402,3,10,0,,,100,2021-03-10
910231,1780838,122986,5068486,5806149,0,2129561019247632124,62524180,1,1,0,2021-01-15 19:11:41.0,注意力,注意抑制训练,500,504,1,15,1,15,1,94.5,2021-02-19
812080,1524458,122101,5756041,6531261,0,2508861485759057504,7408758,1,0,0,2021-03-04 19:34:08.0,视动能力,手眼配合训练,400,402,3,10,0,,,100,2021-03-10
812085,1255222,124113,6056193,6856605,0,235161641143074408,49371932,1,0,1,2021-03-22 19:12:42.0,注意力,注意抑制训练,500,504,1,0,0,0,0,0,2021-03-24
816088,2073546,121194,5496620,6257185,0,2508761468475756014,62347142,1,0,0,2021-03-02 19:34:28.0,注意力,注意抑制训练,500,504,1,13,0,13,0,100,2021-03-03
878717,2281056,133373,6089034,6892258,0,2458461684417045994,64908240,1,0,0,2021-03-27 19:24:57.0,语音意识,声调辨识训练,100,101,1,2,2,,,50,2021-04-01
812271,1255413,130233,5306049,6054743,0,2316361131399793128,56784489,1,0,0,2021-01-22 19:13:52.0,视动能力,手眼配合训练,400,402,1,5,0,,,100,2021-02-19
816087,2202756,120372,5522349,6284137,0,796361433948910922,62912224,1,0,0,2021-02-26 19:40:06.0,字形规则意识,部件位置判断训练,200,204,1,5,0,9,0,100,2021-03-03
812063,1255113,124113,6049030,6849218,0,950661658458807946,53724964,1,0,0,2021-03-24 19:17:56.0,语素意识,动词词语结构与词汇积累训练,300,301,1,3,0,,,100,2021-03-24
816079,1255459,111834,5138951,5880391,0,2131161045160794178,57490524,1,0,0,2021-01-12 19:41:01.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-02-19
812283,1255419,146775,6055680,6856051,0,898761649774057924,29493530,1,1,0,2021-03-24 19:23:47.0,视动能力,手眼配合训练,400,402,1,7,0,,,100,2021-03-24
920685,1758261,125196,5907626,6695912,0,2041461589314383348,60455962,1,1,0,2021-03-17 19:03:17.0,注意力,注意广度训练,500,503,3,11,0,11,0,110,2021-03-17
816085,1650325,117486,5435629,6191915,0,3012161226547183372,62433086,1,0,0,2021-02-02 19:32:55.0,注意力,注意广度训练,500,503,2,14,0,14,0,110,2021-02-19
812275,1846028,119208,5496347,6256883,0,2091061252443951028,61984966,1,0,0,2021-02-05 19:29:42.0,语音意识,声调辨识训练,100,101,1,3,1,,,75,2021-02-19
812230,1255296,117674,5430757,6186872,0,2101161217669604468,58354650,1,0,0,2021-02-01 18:53:04.0,注意力,注意搜索训练,500,501,2,2,3,6,2,16.00,2021-02-19
812248,1255366,117004,5197078,5941953,0,228261097119295810,58100156,1,0,0,2021-01-18 20:01:51.0,语音意识,声调辨识训练,100,101,1,3,0,,,100,2021-02-19
812235,1793027,122723,5804813,6584000,0,233461520005593470,20438641,1,0,0,2021-03-08 18:42:22.0,注意力,注意搜索训练,500,501,3,5,0,13,0,100.00,2021-03-10
878668,1650298,124159,5798058,6576651,0,948261537755605814,60730835,1,0,0,2021-03-10 20:00:18.0,视动能力,空间位置判断训练,400,403,1,3,0,,,100,2021-03-10
920689,1643510,110783,4861787,5578866,0,3215360803206790996,61284506,1,1,0,2021-01-05 09:02:01.0,视动能力,空间位置判断训练,400,403,1,2,1,,,67,2021-02-19
816085,2203432,117486,5435630,6191916,0,3012161226596344362,64167401,1,1,0,2021-02-03 10:12:54.0,语素意识,偏正类名词词语结构训练,300,303,1,4,0,4,0,100,2021-02-19
812274,1846028,117674,5430757,6186872,0,2122061226476419128,60992265,1,1,0,2021-02-02 20:41:37.0,注意力,注意搜索训练,500,501,2,4,1,9,0,72.00,2021-02-19
812252,1255357,117674,5430761,6186876,0,3215161218077278056,51442847,1,0,0,2021-02-01 20:01:26.0,语音意识,声调辨识训练,100,101,1,3,1,,,75,2021-02-19
816079,1650368,111834,5138951,5880391,0,2131161045160794178,49390763,1,0,0,2021-01-12 19:41:12.0,字形规则意识,目标部件搜索训练,200,201,1,2,1,,,67,2021-02-19
878663,1765695,117486,5435628,6191914,0,2090961235313993078,57068362,1,0,0,2021-02-03 19:53:00.0,视动能力,手眼配合训练,400,402,1,6,0,,,100,2021-02-19
812253,1255368,119208,5496344,6256880,0,895561243924920930,56246044,1,0,0,2021-02-04 19:48:55.0,注意力,注意搜索训练,500,501,1,4,1,12,0,72.00,2021-02-19
812069,1935366,122986,5068486,5806149,0,3215261001905542272,64404355,1,1,0,2021-02-20 19:40:15.0,注意力,注意抑制训练,500,504,1,14,0,14,0,100,2021-03-03
812246,1255358,116538,5140750,5882352,0,3215461036618288648,28390070,1,0,0,2021-01-11 19:57:45.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-02-19
812032,2201028,117486,5435630,6191916,0,673661217967107760,4115455,1,0,0,2021-02-01 19:43:20.0,语素意识,偏正类名词词语结构训练,300,303,1,4,0,4,0,100,2021-02-19
812249,1255321,130233,5306060,6054754,0,2651361123024411136,53519686,1,0,0,2021-01-21 19:59:27.0,语音意识,声调辨识训练,100,101,1,3,0,,,100,2021-02-19
812201,1255254,123478,5081116,5819506,0,3215461010515582640,14704827,1,0,0,2021-01-08 19:28:10.0,注意力,注意搜索训练,500,501,2,2,6,11,2,10.00,2021-02-19
812197,1656413,113893,4864588,5581871,0,3215260803162702100,60027848,1,0,0,2020-12-15 19:29:45.0,语音意识,声调辨识训练,100,101,1,0,3,,,0,2021-02-19
812051,1255162,118799,5182992,5926993,0,3215361140146958756,31194128,1,0,0,2021-01-23 19:33:22.0,注意力,注意抑制训练,500,504,1,13,1,13,1,94.5,2021-02-19
816082,1650325,118799,5182992,5926993,0,3215261131510255666,11208906,1,1,0,2021-01-22 21:33:18.0,注意力,注意抑制训练,500,504,1,13,0,13,0,100,2021-02-19
812217,1255245,146775,6055678,6856049,0,256361649762188872,48530474,1,0,0,2021-03-23 19:08:17.0,注意力,注意定向训练,500,502,1,8,0,,,100.00,2021-03-24
910227,1564369,110783,4861777,5578856,0,2129560811737747252,62420503,1,1,0,2021-01-18 19:52:59.0,注意力,注意抑制训练,500,504,1,13,2,13,2,89,2021-02-19
812265,1846123,112898,4894996,5615860,0,2129560863510842148,64398470,1,1,0,2021-01-24 19:50:01.0,注意力,注意搜索训练,500,501,2,8,0,8,0,100.00,2021-02-19
816081,1650308,115153,5209548,5955145,0,2219561105518715674,50729059,1,0,0,2021-01-19 19:20:35.0,视动能力,手眼配合训练,400,402,1,3,0,,,100,2021-02-19
812056,2075836,120372,5522349,6284137,0,2065361442576617986,64664070,1,0,0,2021-02-27 19:38:24.0,字形规则意识,部件位置判断训练,200,204,1,5,6,9,6,45.45454545454545,2021-03-03
910244,2671508,122174,5844198,6626842,0,796861563554702014,62913731,1,0,0,2021-03-13 19:40:04.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-03-17
812282,1255405,125461,5956243,6749407,0,797661615305354248,50226112,1,0,0,2021-03-19 19:24:57.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-03-24
816085,2073548,117486,5435630,6191916,0,3012161226596344362,61758907,1,0,1,2021-02-02 19:42:13.0,语素意识,偏正类名词词语结构训练,300,303,1,4,0,4,0,100,2021-02-19
812282,1651128,125461,5956243,6749407,0,797661615305354248,14787519,1,1,0,2021-03-20 08:35:19.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-03-24
816076,2202757,116439,4914852,5638163,0,3215160863686144224,63341027,1,1,0,2021-02-26 12:38:17.0,视动能力,手眼配合训练,400,402,2,4,0,,,100,2021-03-03
812253,1255321,119208,5496344,6256880,0,895561243924920930,9711114,1,0,0,2021-02-04 19:48:32.0,注意力,注意搜索训练,500,501,1,5,0,13,0,100.00,2021-02-19
910232,1780839,111834,5138951,5880391,0,997561053795985956,61397861,1,0,0,2021-01-13 19:40:12.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-02-19
812268,1255391,116538,5140750,5882352,0,1093461045066211558,49904394,1,0,0,2021-01-12 19:25:28.0,字形规则意识,目标部件搜索训练,200,201,1,1,2,,,33,2021-02-19
812205,1255255,130233,5306049,6054743,0,2129561131393331764,59921581,1,0,0,2021-01-22 19:12:44.0,视动能力,手眼配合训练,400,402,1,5,0,,,100,2021-02-19
811980,1254886,116416,4945872,5672163,0,939360993280235800,56637606,1,0,0,2021-01-06 19:35:59.0,注意力,注意广度训练,500,503,2,14,1,14,0,101.6,2021-02-19
812070,1255209,111834,5138951,5880391,0,3403261036493738966,54259257,1,0,0,2021-01-11 19:36:31.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-02-19
812248,1775016,117004,5197078,5941953,0,228261097119295810,62551533,1,0,0,2021-01-18 20:02:41.0,语音意识,声调辨识训练,100,101,1,3,1,,,75,2021-02-19
878737,1769907,125461,5956243,6749407,0,179661615507174344,61729432,1,0,0,2021-03-19 19:58:56.0,字形规则意识,目标部件搜索训练,200,201,1,2,1,,,67,2021-03-24
812260,1595989,125461,5956243,6749407,0,949761606836545340,5481549,1,0,0,2021-03-18 19:53:35.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-03-24
812275,1651128,119208,5496344,6256880,0,463461252355045694,61263765,1,1,0,2021-02-09 09:35:23.0,注意力,注意搜索训练,500,501,1,5,0,15,0,100.00,2021-02-19
812054,1255161,117486,5435630,6191916,0,2557761235226792140,21670662,1,0,0,2021-02-03 19:39:32.0,语素意识,偏正类名词词语结构训练,300,303,1,4,1,4,1,80,2021-02-19
816091,1775060,122174,5844198,6626842,0,796861554908289784,31171792,1,0,0,2021-03-12 19:38:52.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-03-17
812220,1255307,110965,4880667,5599739,0,3215160820250481648,38617392,1,0,0,2020-12-17 18:56:17.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,75,2021-02-19
812259,1255321,125335,5909081,6697511,0,417661580953857220,1442091,1,0,0,2021-03-15 20:01:46.0,语音意识,韵脚辨识训练,100,102,1,2,1,,,67,2021-03-17
812199,1255245,112898,4895005,5615869,0,3215160863609883222,59914941,1,0,0,2020-12-22 19:22:16.0,视动能力,手眼配合训练,400,402,1,4,0,,,100,2021-02-19
816074,1103024,110783,4861777,5578856,0,3215160803083800644,61448783,1,1,0,2021-01-23 11:03:25.0,注意力,注意抑制训练,500,504,1,13,0,13,0,100,2021-02-19
812067,1595985,116439,4914853,5638164,0,3215260855070538198,54693068,1,0,0,2020-12-21 19:39:30.0,视动能力,空间位置判断训练,400,403,1,3,0,,,100,2021-02-19
910234,1798185,115153,5209548,5955145,0,893761114163975124,61237383,1,0,0,2021-01-20 19:21:11.0,视动能力,手眼配合训练,400,402,1,3,0,,,100,2021-02-19
811999,2218131,110783,4861777,5578856,0,3215260793902578498,63275224,1,1,0,2021-02-25 21:59:33.0,注意力,注意抑制训练,500,504,1,13,1,13,1,89.5,2021-03-03
812244,1255338,122828,5061673,5798985,0,3215260976158795990,49709217,1,0,0,2021-01-04 20:01:59.0,语音意识,声调辨识训练,100,101,1,3,0,,,100,2021-02-19
878738,1650331,146775,6055678,6856049,0,595561649940537746,57374819,1,0,0,2021-03-23 19:37:51.0,注意力,注意定向训练,500,502,1,8,0,,,100.00,2021-03-24
816079,1688340,111834,5138950,5880390,0,816461045020835358,61820324,1,0,1,2021-01-12 19:19:35.0,视动能力,手眼配合训练,400,402,3,0,0,,,0,2021-02-19
980779,1255269,122790,5066771,5804332,0,1120561070477640448,50075786,1,1,1,2021-01-15 22:23:43.0,语素意识,动词词语结构与词汇积累训练,300,301,1,3,0,,,100,2021-02-19
876577,1257772,122101,5756047,6531267,0,947761494247688778,10911749,1,0,0,2021-03-05 19:08:49.0,字形规则意识,目标部件搜索训练,200,201,2,3,0,,,100,2021-03-10
811999,1255023,110783,4861777,5578856,0,3215260793902578498,42665479,1,0,0,2020-12-14 17:45:40.0,注意力,注意抑制训练,500,504,1,13,1,13,1,94.5,2021-02-19
812203,1656413,116770,5141392,5883024,0,1743361070887415400,59973631,1,0,1,2021-01-15 19:10:18.0,注意力,注意搜索训练,500,501,3,6,0,12,0,100,2021-02-19
920691,1703646,116439,4914852,5638163,0,3215160863689323832,17748948,1,0,0,2020-12-22 19:35:54.0,视动能力,手眼配合训练,400,402,2,4,0,,,100,2021-02-19
910235,1792381,118799,5182992,5926993,0,2063961140155299038,62715393,1,0,0,2021-01-23 19:34:27.0,注意力,注意抑制训练,500,504,1,13,0,13,0,100,2021-02-19
878732,1765759,121382,5692790,6463748,0,2225761468541113680,61582628,1,0,0,2021-03-02 19:44:03.0,视动能力,手眼配合训练,400,402,1,8,0,,,100,2021-03-03
878708,2281058,119208,5496344,6256880,0,463461260990373776,61513493,1,0,0,2021-02-06 19:12:51.0,注意力,注意搜索训练,500,501,1,5,0,13,0,100.00,2021-02-19
812251,1255374,117656,5403312,6158327,0,1719861183496875736,15965581,1,0,0,2021-01-28 19:57:20.0,注意力,注意定向训练,500,502,3,8,0,,,100.00,2021-02-19
812269,1846123,116770,5179623,5923295,0,154561070990437216,19213050,1,0,0,2021-01-15 19:27:42.0,语音意识,声调辨识训练,100,101,1,1,3,,,25,2021-02-19
812043,1651104,110783,4861787,5578866,0,3215460811817586548,59732231,1,0,0,2020-12-16 19:30:54.0,视动能力,空间位置判断训练,400,403,1,3,0,,,100,2021-02-19
812208,1255248,117674,5430757,6186872,0,3012161226487014746,2961716,1,0,0,2021-02-02 19:22:50.0,注意力,注意搜索训练,500,501,2,4,1,9,1,72.00,2021-02-19
812069,1255200,122986,5066390,5803911,0,3426861001956883466,51116515,1,0,0,2021-01-07 19:41:33.0,注意力,注意广度训练,500,503,2,14,3,14,3,90.19999999999999,2021-02-19
812038,2281055,122174,5843229,6625867,0,487761546254697942,47522997,1,0,0,2021-03-11 19:37:35.0,注意力,注意抑制训练,500,504,1,13,0,13,0,100,2021-03-17
812048,1255151,111834,5138951,5880391,0,3387261053774471846,10336189,1,0,0,2021-01-13 19:36:40.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-02-19
876579,1257759,122174,5844198,6626842,0,179061554741313466,59462633,1,0,0,2021-03-12 19:11:09.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-03-17
816091,1793035,122174,5843229,6625867,0,234161554847001022,61644024,1,0,0,2021-03-12 19:29:57.0,注意力,注意抑制训练,500,504,1,13,1,13,1,84.5,2021-03-17
812204,1255249,117004,5201598,5946740,0,462061105512163430,61975399,1,0,0,2021-01-19 19:19:59.0,注意力,注意定向训练,500,502,2,8,0,,,100.00,2021-02-19
816085,2202757,117486,5435630,6191916,0,3012161226596344362,48679754,1,0,0,2021-02-02 19:41:12.0,语素意识,偏正类名词词语结构训练,300,303,1,4,0,4,0,100,2021-02-19
876574,1257778,120286,5489537,6249735,0,463461252290247836,49833347,1,0,0,2021-02-05 19:03:27.0,语素意识,动词词语结构与词汇积累训练,300,301,1,3,0,,,100,2021-02-19
812215,2202804,125335,5909078,6697508,0,488061589367998404,62872355,1,0,0,2021-03-16 19:22:02.0,视动能力,手眼配合训练,400,402,1,10,0,,,100,2021-03-17
816085,1766088,117486,5435629,6191915,0,3012161226547183372,62427945,1,0,0,2021-02-02 19:33:00.0,注意力,注意广度训练,500,503,2,14,0,14,0,110,2021-02-19
876567,1257771,111834,5138950,5880390,0,3215461044861496734,23603162,1,0,0,2021-01-12 18:51:01.0,视动能力,手眼配合训练,400,402,3,9,0,,,100,2021-02-19
812200,1255247,122828,5061670,5798982,0,2129560984471092904,42801163,1,0,0,2021-01-05 19:06:37.0,注意力,注意搜索训练,500,501,1,8,0,11,0,100.00,2021-02-19
878739,2452630,133373,6088223,6891362,0,2511061675893425236,65042834,1,1,0,2021-03-27 17:53:15.0,视觉能力,视觉辨识训练,400,401,2,4,0,,,100,2021-04-01
816094,2279904,124113,6056193,6856605,0,898861649789715456,2100051166,1,0,0,2021-03-23 19:13:23.0,注意力,注意抑制训练,500,504,1,13,1,13,1,88.5,2021-03-24
812045,1102671,116439,4914853,5638164,0,3215360872348035394,50119547,1,1,0,2021-01-06 10:49:57.0,视动能力,空间位置判断训练,400,403,1,2,1,,,67,2021-02-19
812062,1255161,126163,5939759,6731604,0,616861623982873822,60376052,1,0,0,2021-03-20 19:31:31.0,视动能力,手眼配合训练,400,402,2,6,0,,,100,2021-03-24
812239,2132221,146775,6055678,6856049,0,950261640946556756,16382169,1,0,0,2021-03-22 18:39:03.0,注意力,注意定向训练,500,502,1,8,0,,,100.00,2021-03-24
811995,2101661,125196,5907626,6695912,0,539561597968973450,61518821,1,0,0,2021-03-17 19:17:06.0,注意力,注意广度训练,500,503,3,11,5,11,0,80,2021-03-17
812063,1255113,124113,6049030,6849218,0,950661658458807946,3840863,1,0,0,2021-03-24 19:18:17.0,语素意识,动词词语结构与词汇积累训练,300,301,1,3,0,,,100,2021-03-24
812271,1255392,130233,5306060,6054754,0,2316361131482100820,48769684,1,0,0,2021-01-22 19:28:48.0,语音意识,声调辨识训练,100,101,1,3,0,,,100,2021-02-19
878671,1699975,126163,5939757,6731602,0,950161624078174192,50319051,1,0,0,2021-03-20 19:48:09.0,语音意识,声调辨识训练,100,101,2,3,0,,,100,2021-03-24
878737,1769906,125461,5938884,6730664,0,1003261615471228392,6996295,1,1,0,2021-03-22 22:47:39.0,视觉能力,视觉辨识训练,400,401,2,3,0,,,100,2021-03-24
920672,1738054,111834,5138950,5880390,0,3215361045067572404,17438786,1,1,0,2021-01-13 19:38:37.0,视动能力,手眼配合训练,400,402,3,9,0,,,100,2021-02-19
878659,1650298,115153,5209548,5955145,0,462361114270772144,55983196,1,0,0,2021-01-20 19:39:01.0,视动能力,手眼配合训练,400,402,1,3,0,,,100,2021-02-19
811997,2218079,124113,6049030,6849218,0,2042261658471634712,63998660,1,0,1,2021-03-24 19:20:49.0,语素意识,动词词语结构与词汇积累训练,300,301,1,2,0,,,100,2021-03-24
910247,1859243,124113,6049030,6849218,0,540061658469556932,64124948,1,0,0,2021-03-24 19:19:58.0,语素意识,动词词语结构与词汇积累训练,300,301,1,3,0,,,100,2021-03-24
812238,1255303,125461,5956243,6749407,0,2298861606485242806,60018930,1,0,0,2021-03-18 18:55:08.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-03-24
812043,1255094,110783,4861794,5578873,0,2129560811859982892,42678658,1,0,0,2020-12-16 19:38:37.0,注意力,注意广度训练,500,503,1,14,1,14,1,106.7,2021-02-19
812256,1255359,141640,5762884,6538488,0,947561485795419182,7742235,1,0,0,2021-03-04 19:40:44.0,注意力,注意搜索训练,500,501,3,5,0,13,0,100.00,2021-03-10
811989,1254945,120286,5489537,6249735,0,2557961261119301890,2950253,1,1,0,2021-02-20 20:26:13.0,语素意识,动词词语结构与词汇积累训练,300,301,1,3,0,,,100,2021-03-03
812262,1255362,133373,6089034,6892258,0,951361667286822398,18533810,1,0,0,2021-03-25 19:50:21.0,语音意识,声调辨识训练,100,101,1,3,0,,,100,2021-04-01
910244,2274968,122174,5843229,6625867,0,234161563497215884,56970408,1,0,0,2021-03-13 19:32:09.0,注意力,注意抑制训练,500,504,1,13,0,13,0,93,2021-03-17
812018,1255051,126163,5939757,6731602,0,949961606107553816,47978202,1,0,0,2021-03-18 17:53:39.0,语音意识,声调辨识训练,100,101,2,3,2,,,60,2021-03-24
811979,1254898,116439,4914852,5638163,0,2129560872360941808,50958723,1,0,0,2020-12-23 19:40:54.0,视动能力,手眼配合训练,400,402,2,4,0,,,100,2021-02-19
878713,1770177,123110,5853460,6636969,0,2723061563439615660,63979809,1,0,0,2021-03-13 19:21:15.0,字形规则意识,目标部件搜索训练,200,201,3,1,2,,,33,2021-03-17
812053,1255132,117944,5402627,6157558,0,2129561200628097824,48945850,1,1,0,2021-02-25 15:32:31.0,视动能力,空间位置判断训练,400,403,2,2,1,,,67,2021-03-03
816137,1255486,125461,5938884,6730664,0,950061623909794030,60821142,1,0,0,2021-03-20 19:19:26.0,视觉能力,视觉辨识训练,400,401,2,3,0,,,100,2021-03-24
812218,1758940,133373,6089034,6892258,0,899561675755249718,10084619,1,0,0,2021-03-26 19:21:52.0,语音意识,声调辨识训练,100,101,1,2,6,,,25,2021-04-01
812210,2203459,119237,5560329,6324384,0,2454261433795607218,64328351,1,1,0,2021-03-04 21:07:38.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-03-10
876573,1257809,117486,5435629,6191915,0,2131161226348245570,53129498,1,0,0,2021-02-02 18:59:42.0,注意力,注意广度训练,500,503,2,14,1,14,1,101.6,2021-02-19
812066,1656431,110771,4867618,5585182,0,2129560820360486112,40412558,1,0,0,2020-12-17 19:14:25.0,视动能力,空间位置判断训练,400,403,1,3,0,,,100,2021-02-19
816086,1775042,120286,5465048,6223720,0,442361252471621570,42650316,1,1,0,2021-02-06 20:41:46.0,注意力,注意抑制训练,500,504,1,12,3,12,3,65.5,2021-02-19
812055,1255121,120286,5489537,6249735,0,2557961261140578556,20920978,1,0,0,2021-02-06 19:38:28.0,语素意识,动词词语结构与词汇积累训练,300,301,1,3,0,,,100,2021-02-19
910246,1654363,126163,5939759,6731604,0,1096361624002247812,17080463,1,0,0,2021-03-20 19:34:35.0,视动能力,手眼配合训练,400,402,2,6,0,,,100,2021-03-24
812072,1255228,115153,5209548,5955145,0,154561096812585890,17152395,1,0,0,2021-01-18 19:09:14.0,视动能力,手眼配合训练,400,402,1,3,0,,,100,2021-02-19
812082,1255204,122174,5844197,6626841,0,1002261546249635470,59812628,1,0,0,2021-03-11 19:36:41.0,语音意识,韵脚辨识训练,100,102,1,2,2,,,50,2021-03-17
920675,1792617,118799,5182992,5926993,0,1864161131541183124,61983695,1,0,0,2021-01-22 19:38:53.0,注意力,注意抑制训练,500,504,1,13,1,13,1,89.5,2021-02-19
910240,1654361,120372,5522349,6284137,0,921561442601346476,60208401,1,0,0,2021-02-27 19:42:18.0,字形规则意识,部件位置判断训练,200,204,1,5,0,9,0,100,2021-03-03
878718,1207198,113893,4864588,5581871,0,2129560803339302456,62065602,1,1,1,2021-02-20 18:55:57.0,语音意识,声调辨识训练,100,101,1,3,0,,,100,2021-03-03
812043,1255092,110783,4861777,5578856,0,2129560811709975188,49076143,1,1,0,2020-12-21 20:32:16.0,注意力,注意抑制训练,500,504,1,13,2,13,2,89,2021-02-19
816125,1255490,117004,5197078,5941953,0,154961114230994554,63861970,1,1,0,2021-01-21 20:40:08.0,语音意识,声调辨识训练,100,101,1,3,1,,,75,2021-02-19
878727,1703074,131222,5347220,6098553,0,1962261166226210474,60683276,1,0,0,2021-01-26 19:58:40.0,视觉能力,视觉辨识训练,400,401,1,3,0,,,100,2021-02-19
812060,1255134,122174,5844197,6626841,0,897761563518907728,60434104,1,0,0,2021-03-13 19:35:21.0,语音意识,韵脚辨识训练,100,102,1,3,0,,,100,2021-03-17
812253,2203979,119208,5496344,6256880,0,895561243924920930,29867400,1,0,0,2021-02-04 19:48:49.0,注意力,注意搜索训练,500,501,1,5,0,13,0,100.00,2021-02-19
878726,1769906,130233,5306053,6054747,0,3215161131593067278,61266687,1,0,0,2021-01-22 19:46:50.0,注意力,注意定向训练,500,502,1,8,0,,,100.00,2021-02-19
878727,1742667,131222,5347220,6098553,0,1962261166226210474,61814554,1,0,0,2021-01-26 19:58:40.0,视觉能力,视觉辨识训练,400,401,1,3,0,,,100,2021-02-19
816134,1255484,122723,5793061,6571124,0,444261537539215824,54157408,1,0,0,2021-03-10 19:24:24.0,注意力,注意定向训练,500,502,3,8,0,,,100.00,2021-03-10
812045,1255164,116439,4914853,5638164,0,3215360872348035394,48907219,1,0,0,2020-12-23 19:38:53.0,视动能力,空间位置判断训练,400,403,1,3,0,,,100,2021-02-19
812284,1255418,133373,6088223,6891362,0,899361675723987924,5810877,1,0,0,2021-03-26 19:15:09.0,视觉能力,视觉辨识训练,400,401,2,3,1,,,75,2021-04-01
812049,1255092,115091,5181786,5925644,0,1094361079694790644,14913080,1,0,1,2021-01-16 19:38:15.0,注意力,注意抑制训练,500,504,1,13,0,13,0,100,2021-02-19
812223,1255300,123478,5080761,5819151,0,3215361001654484634,49474525,1,0,0,2021-01-07 18:50:05.0,视动能力,手眼配合训练,400,402,1,4,0,,,100,2021-02-19
811996,1738455,126163,5939757,6731602,0,206461623913568172,61874419,1,0,0,2021-03-20 19:21:01.0,语音意识,声调辨识训练,100,101,2,3,2,,,60,2021-03-24
878662,1765694,117944,5402627,6157558,0,3012161200811712558,47589303,1,0,0,2021-01-30 20:03:13.0,视动能力,空间位置判断训练,400,403,2,2,2,,,67,2021-02-19
812048,1255175,111834,5138951,5880391,0,3387261053774471846,64223835,1,0,0,2021-01-13 19:36:30.0,字形规则意识,目标部件搜索训练,200,201,1,3,0,,,100,2021-02-19
878659,1765693,115153,5192630,5937157,0,3184861114465419984,61008766,1,0,1,2021-01-20 20:11:05.0,语音意识,声调辨识训练,100,101,1,0,0,,,0,2021-02-19
878711,1692243,141640,5762897,6538501,0,2626561502993944354,4178300,1,0,1,2021-03-06 19:27:48.0,语音意识,韵脚辨识训练,100,102,1,2,1,,,67,2021-03-10
910238,1654363,117486,5435629,6191915,0,2557761235178129250,10560632,1,0,0,2021-02-03 19:31:26.0,注意力,注意广度训练,500,503,2,14,2,14,2,96,2021-02-19
