liveid,courseid,teacherid,classid,userid,interactionid,isplayback,data,submit_time,device,devicemodel,devicemodel_detail,app_version,dt
812036,99770,15316,1935362,59774260,947661485784321732,0,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":4459}],""time"":4458},{""num"":2,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":2606}],""time"":2606},{""num"":3,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":2579}],""time"":2579}]}",2021-03-04 19:38:09,iOS,iPad,"iPad11,6",81708,20210304
812059,99771,22464,1255175,59660434,676261537556709550,1,"{""data"":[],""type"":""brainScience""}",2021-03-27 10:06:29,PC,,Windows 10,3.7.0,20210327
878703,106873,52428,1798194,62053936,46961114157730136,0,"{""type"":""brainScience"",""data"":[{""num"":1,""stage"":1,""cor_position"":41,""answer"":1,""accuracy"":""1.00"",""time"":2800,""select"":{""position"":41,""accurate"":1,""duration"":1395}},{""num"":2,""stage"":1,""cor_position"":32,""answer"":1,""accuracy"":""1.00"",""time"":2800,""select"":{""position"":42,""accurate"":1,""duration"":2343}},{""num"":3,""stage"":1,""cor_position"":null,""answer"":1,""accuracy"":""1.00"",""time"":2800,""select"":{""position"":null,""accurate"":1,""duration"":2343}},{""num"":4,""stage"":1,""cor_position"":null,""answer"":1,""accuracy"":""1.00"",""time"":2800,""select"":{""position"":null,""accurate"":1,""duration"":2343}},{""num"":5,""stage"":2,""cor_position"":53,""answer"":1,""accuracy"":""1.00"",""time"":2800,""select"":{""position"":53,""accurate"":1,""duration"":1201}},{""num"":6,""stage"":2,""cor_position"":22,""answer"":1,""accuracy"":""1.00"",""time"":2800,""select"":{""position"":22,""accurate"":1,""duration"":1390}},{""num"":7,""stage"":2,""cor_position"":52,""answer"":1,""accuracy"":""1.00"",""time"":2800,""select"":{""position"":52,""accurate"":1,""duration"":1118}},{""num"":8,""stage"":2,""cor_position"":21,""answer"":1,""accuracy"":""1.00"",""time"":2800,""select"":{""position"":21,""accurate"":1,""duration"":1074}}]}",2021-01-20 19:20:55,Android,,JDN2-W09HN,81503,20210120
910242,125567,43944,1780839,18024063,947961503023345344,0,"{""type"":""brainScience"",""data"":[{""num"":1,""period"":4,""accuracy"":1,""time"":9529,""select"":[{""release"":1,""out"":1,""duration"":2166,""accurate"":1,""pnum"":1},{""release"":0,""out"":0,""duration"":350,""accurate"":1,""pnum"":2},{""release"":2,""out"":1,""duration"":3033,""accurate"":1,""pnum"":3},{""release"":0,""out"":0,""duration"":2102,""accurate"":1,""pnum"":4}]},{""num"":2,""period"":6,""accuracy"":1,""time"":7527,""select"":[{""release"":0,""out"":0,""duration"":550,""accurate"":1,""pnum"":1},{""release"":0,""out"":0,""duration"":717,""accurate"":1,""pnum"":2},{""release"":0,""out"":0,""duration"":950,""accurate"":1,""pnum"":3},{""release"":0,""out"":0,""duration"":1267,""accurate"":1,""pnum"":4},{""release"":0,""out"":0,""duration"":768,""accurate"":1,""pnum"":5},{""release"":0,""out"":0,""duration"":733,""accurate"":1,""pnum"":6}]}]}",2021-03-06 19:31:22,Android,,m11_prc_wifi,81703,20210306
812002,99769,15316,1689585,52157074,3215260975479207932,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""cor_position"":[""25""],""time"":3634,""select"":[{""accurate"":1,""click_position"":""25"",""duration"":3631}],""isempty"":0,""accuracy"":""1.00"",""num"":1,""stage"":1},{""answer"":1,""cor_position"":[""24""],""time"":2068,""select"":[{""accurate"":1,""click_position"":""24"",""duration"":2066}],""isempty"":0,""accuracy"":""1.00"",""num"":2,""stage"":1},{""answer"":1,""cor_position"":[""34""],""time"":2648,""select"":[{""accurate"":1,""click_position"":""34"",""duration"":2645}],""isempty"":0,""accuracy"":""1.00"",""num"":3,""stage"":1},{""answer"":1,""cor_position"":[""23""],""time"":2993,""select"":[{""accurate"":1,""click_position"":""23"",""duration"":2993}],""isempty"":0,""accuracy"":""1.00"",""num"":4,""stage"":1},{""answer"":1,""cor_position"":[""25""],""time"":2984,""select"":[{""accurate"":1,""click_position"":""25"",""duration"":2982}],""isempty"":0,""accuracy"":""1.00"",""num"":5,""stage"":1},{""answer"":1,""cor_position"":[""14""],""time"":3219,""select"":[{""accurate"":1,""click_position"":""14"",""duration"":3217}],""isempty"":0,""accuracy"":""1.00"",""num"":6,""stage"":1},{""answer"":0,""cor_position"":[""22""],""time"":0,""select"":[],""isempty"":0,""accuracy"":""0.00"",""num"":7,""stage"":2},{""answer"":1,""cor_position"":[""22""],""time"":2340,""select"":[{""accurate"":1,""click_position"":""22"",""duration"":2339}],""isempty"":0,""accuracy"":""0.50"",""num"":8,""stage"":2},{""answer"":0,""cor_position"":[""12""],""time"":0,""select"":[],""isempty"":0,""accuracy"":""0.33"",""num"":9,""stage"":2},{""answer"":1,""cor_position"":[""35""],""time"":1833,""select"":[{""accurate"":1,""click_position"":""35"",""duration"":1829}],""isempty"":0,""accuracy"":""0.50"",""num"":10,""stage"":2},{""answer"":1,""cor_position"":[""32""],""time"":1838,""select"":[{""accurate"":1,""click_position"":""32"",""duration"":1836}],""isempty"":0,""accuracy"":""0.60"",""num"":11,""stage"":2},{""answer"":1,""cor_position"":[""23""],""time"":1981,""select"":[{""accurate"":1,""click_position"":""23"",""duration"":1979}],""isempty"":0,""accuracy"":""0.67"",""num"":12,""stage"":2},{""answer"":0,""cor_position"":[""35""],""time"":0,""select"":[],""isempty"":0,""accuracy"":""0.57"",""num"":13,""stage"":2},{""answer"":0,""cor_position"":[""12""],""time"":0,""select"":[],""isempty"":0,""accuracy"":""0.50"",""num"":14,""stage"":2},{""answer"":1,""cor_position"":[""35""],""time"":2892,""select"":[{""accurate"":1,""click_position"":""35"",""duration"":2890}],""isempty"":0,""accuracy"":""0.56"",""num"":15,""stage"":2},{""answer"":1,""cor_position"":[""35""],""time"":2223,""select"":[{""accurate"":1,""click_position"":""35"",""duration"":2221}],""isempty"":0,""accuracy"":""0.60"",""num"":16,""stage"":2}]}",2021-01-04 18:09:01,iOS,iPad,"iPad7,5",81502,20210104
811992,99768,15316,1254890,47674194,1866161503075114268,0,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":917}],""time"":917},{""num"":2,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":8002}],""time"":8002},{""num"":3,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":4297}],""time"":4297}]}",2021-03-06 19:40:08,iOS,iPhone,"iPhone10,6",90012,20210306
910230,125567,43944,1564369,6545035,2141860993325207664,1,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":1579}],""time"":1579},{""num"":2,""answer"":0,""accuracy"":""0.50"",""select"":[{""accurate"":0,""duration"":2757},{""accurate"":1,""duration"":4355}],""time"":4355},{""num"":3,""answer"":0,""accuracy"":""0.33"",""select"":[{""accurate"":0,""duration"":2228},{""accurate"":1,""duration"":3589}],""time"":3589}]}",2021-02-05 20:25:05,iOS,iPad,"iPad4,1",81606,20210205
812038,118955381,15316,2245534,63984140,417661546294719270,0,"{""type"":""brainScience"",""data"":[{""num"":1,""select"":[{""accurate"":1,""duration"":6632}],""answer"":1,""accuracy"":""1.00"",""time"":6632},{""num"":2,""select"":[{""accurate"":0,""duration"":7209},{""accurate"":1,""duration"":8926}],""answer"":0,""accuracy"":""0.50"",""time"":8926},{""num"":3,""select"":[{""accurate"":0,""duration"":5376},{""accurate"":1,""duration"":7177}],""answer"":0,""accuracy"":""0.33"",""time"":7177}]}",2021-03-11 19:43:46,Android,,HMA-AL00,90001,20210311
910240,125567,43944,1798185,63965978,2026361442555802218,0,"{""type"":""brainScience"",""data"":[{""answer"":0,""cor_position"":{""x"":1226.0799999999999,""y"":528.54999999999995},""time"":17359,""accuracy"":0,""num"":1,""stage"":1,""itemObj"":[{""accurate"":0,""position"":{""x"":791.63,""y"":983.67999999999995},""duration"":5078},{""accurate"":0,""position"":{""x"":791.32000000000005,""y"":344.31999999999999},""duration"":7684},{""accurate"":0,""position"":{""x"":1226.74,""y"":287.73000000000002},""duration"":13458},{""accurate"":1,""position"":{""x"":1226.0799999999999,""y"":528.54999999999995},""duration"":17358}]},{""answer"":1,""cor_position"":{""x"":772.35000000000002,""y"":503.66000000000003},""time"":217,""accuracy"":0.5,""num"":2,""stage"":2,""itemObj"":[{""accurate"":1,""position"":{""x"":772.35000000000002,""y"":503.66000000000003},""duration"":217}]},{""answer"":1,""cor_position"":{""x"":1209.9100000000001,""y"":958.08000000000004},""time"":157,""accuracy"":0.67000000000000004,""num"":3,""stage"":3,""itemObj"":[{""accurate"":1,""position"":{""x"":1209.9100000000001,""y"":958.08000000000004},""duration"":157}]}]}",2021-02-27 19:33:52,iOS,iPad,"iPad11,6",81708,20210227
812055,109575901,22464,1255181,58144273,593061261084771278,0,"{""type"":""brainScience"",""data"":[{""num"":1,""stage"":1,""position"":3,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":2,""stage"":1,""position"":2,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":3,""stage"":1,""position"":3,""type"":1,""duration"":2806,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":2806},{""num"":4,""stage"":1,""position"":2,""type"":1,""duration"":2239,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":2239},{""num"":5,""stage"":1,""position"":1,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":6,""stage"":1,""position"":0,""type"":1,""duration"":1759,""isempty"":1,""answer"":1,""accuracy"":""1.00"",""time"":1759},{""num"":6,""stage"":1,""position"":1,""type"":1,""duration"":2642,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":2642},{""num"":7,""stage"":1,""position"":2,""type"":1,""duration"":1826,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1826},{""num"":8,""stage"":1,""position"":3,""type"":1,""duration"":1766,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1766},{""num"":9,""stage"":1,""position"":1,""type"":1,""duration"":1853,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1853},{""num"":10,""stage"":2,""position"":3,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":11,""stage"":2,""position"":1,""type"":0,""duration"":0,""isempty"":1,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":11,""stage"":2,""position"":2,""type"":1,""duration"":1995,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1995},{""num"":12,""stage"":2,""position"":0,""type"":1,""duration"":2029,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":2029},{""num"":13,""stage"":2,""position"":1,""type"":1,""duration"":1836,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1836},{""num"":14,""stage"":2,""position"":2,""type"":1,""duration"":1833,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1833},{""num"":15,""stage"":2,""position"":0,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":16,""stage"":2,""position"":1,""type"":1,""duration"":1757,""isempty"":1,""answer"":1,""accuracy"":""1.00"",""time"":1757},{""num"":16,""stage"":2,""position"":2,""type"":1,""duration"":1750,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1750},{""num"":17,""stage"":2,""position"":1,""type"":1,""duration"":1710,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1710},{""num"":18,""stage"":2,""position"":0,""type"":1,""duration"":1737,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1737}]}",2021-02-06 19:29:35,Android,,AGR-W09HN,81703,20210206
910248,125567,43944,1650357,50988014,235961684513267574,1,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":""1.00"",""time"":6437,""select"":[{""accurate"":1,""part"":1,""duration"":2813}]},{""num"":2,""answer"":1,""accuracy"":""1.00"",""time"":15357,""select"":[{""accurate"":1,""part"":1,""duration"":2950},{""accurate"":1,""part"":2,""duration"":1230}]},{""num"":3,""answer"":1,""accuracy"":""0.75"",""time"":18167,""select"":[{""accurate"":0,""part"":1,""duration"":2965},{""accurate"":1,""part"":1,""duration"":1052},{""accurate"":1,""part"":2,""duration"":946}]},{""num"":4,""answer"":1,""accuracy"":""0.80"",""time"":8482,""select"":[{""accurate"":1,""part"":1,""duration"":3955}]},{""num"":5,""answer"":1,""accuracy"":""0.83"",""time"":16332,""select"":[{""accurate"":1,""part"":1,""duration"":4829},{""accurate"":1,""part"":2,""duration"":879}]}]}",2021-03-28 20:22:46,iOS,iPad,"iPad7,5",90106,20210328
812081,99772,22464,1524458,56192659,947861520284804090,0,"{""data"":[{""itemObj"":[{""position"":{""x"":1258.06,""y"":926.2},""accurate"":1,""duration"":435}],""stage"":1,""time"":437,""accuracy"":1,""num"":1,""cor_position"":{""x"":1258.06,""y"":926.2},""answer"":1},{""itemObj"":[{""position"":{""x"":577.08,""y"":212.69},""accurate"":1,""duration"":543}],""stage"":2,""time"":543,""accuracy"":1,""num"":2,""cor_position"":{""x"":577.08,""y"":212.69},""answer"":1},{""itemObj"":[{""position"":{""x"":725.08,""y"":724.39},""accurate"":1,""duration"":721}],""stage"":3,""time"":721,""accuracy"":1,""num"":3,""cor_position"":{""x"":725.08,""y"":724.39},""answer"":1}],""type"":""brainScience""}",2021-03-08 19:28:33,iOS,iPad,"iPad3,6",90012,20210308
878722,106874,52428,1651125,60294167,2131161010650420858,0,"{""type"":""brainScience"",""data"":[{""num"":1,""period"":4,""accuracy"":1,""time"":6869,""select"":[{""release"":0,""out"":0,""duration"":1196,""accurate"":1,""pnum"":1},{""release"":0,""out"":0,""duration"":933,""accurate"":1,""pnum"":2},{""release"":0,""out"":0,""duration"":667,""accurate"":1,""pnum"":3},{""release"":0,""out"":0,""duration"":652,""accurate"":1,""pnum"":4}]}]}",2021-01-08 19:49:04,Android,,m11_prc_wifi,81503,20210108
812081,99772,22464,1656431,14948218,947861520284804090,1,"{""type"":""brainScience"",""data"":[]}",2021-03-08 20:41:11,Android,,JDN2-W09,90001,20210308
812260,99780,15006,1255323,14953533,2228161606760677740,0,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":1,""time"":326,""reset"":0,""select"":[{""accurate"":1,""duration"":326}]},{""num"":2,""answer"":1,""accuracy"":1,""time"":1224,""reset"":0,""select"":[{""accurate"":1,""duration"":1224}]},{""num"":3,""answer"":1,""accuracy"":1,""time"":800,""reset"":0,""select"":[{""accurate"":1,""duration"":800}]}]}",2021-03-18 19:41:36,Android,,CMR-W09,90101,20210318
920670,127161,55995,1738288,20845227,3215460984615254904,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""cor_position"":[""15""],""time"":1903,""select"":[{""accurate"":1,""click_position"":""15"",""duration"":1900}],""isempty"":0,""accuracy"":""1.00"",""num"":1,""stage"":1},{""answer"":1,""cor_position"":[""14""],""time"":2334,""select"":[{""accurate"":1,""click_position"":""14"",""duration"":2333}],""isempty"":0,""accuracy"":""1.00"",""num"":2,""stage"":1},{""answer"":1,""cor_position"":[""12""],""time"":2042,""select"":[{""accurate"":1,""click_position"":""12"",""duration"":2041}],""isempty"":0,""accuracy"":""1.00"",""num"":3,""stage"":1},{""answer"":1,""cor_position"":[""34""],""time"":2002,""select"":[{""accurate"":1,""click_position"":""34"",""duration"":2001}],""isempty"":0,""accuracy"":""1.00"",""num"":4,""stage"":1},{""answer"":1,""cor_position"":[""14""],""time"":2125,""select"":[{""accurate"":1,""click_position"":""14"",""duration"":2123}],""isempty"":0,""accuracy"":""1.00"",""num"":5,""stage"":1},{""answer"":0,""cor_position"":[""24""],""time"":1846,""select"":[{""accurate"":0,""click_position"":""24"",""duration"":1838}],""isempty"":1,""accuracy"":""0.83"",""num"":6,""stage"":1},{""answer"":1,""cor_position"":[""33""],""time"":1637,""select"":[{""accurate"":1,""click_position"":""33"",""duration"":1636}],""isempty"":0,""accuracy"":""0.86"",""num"":7,""stage"":1},{""answer"":1,""cor_position"":[""12""],""time"":1127,""select"":[{""accurate"":1,""click_position"":""12"",""duration"":1126}],""isempty"":0,""accuracy"":""1.00"",""num"":8,""stage"":2},{""answer"":1,""cor_position"":[""12""],""time"":1827,""select"":[{""accurate"":1,""click_position"":""12"",""duration"":1826}],""isempty"":0,""accuracy"":""1.00"",""num"":9,""stage"":2},{""answer"":1,""cor_position"":[""13""],""time"":1455,""select"":[{""accurate"":1,""click_position"":""13"",""duration"":1454}],""isempty"":0,""accuracy"":""1.00"",""num"":10,""stage"":2},{""answer"":1,""cor_position"":[""12""],""time"":2266,""select"":[{""accurate"":1,""click_position"":""12"",""duration"":2265}],""isempty"":0,""accuracy"":""1.00"",""num"":11,""stage"":2},{""answer"":1,""cor_position"":[""15""],""time"":3709,""select"":[{""accurate"":1,""click_position"":""15"",""duration"":3708}],""isempty"":0,""accuracy"":""1.00"",""num"":12,""stage"":2},{""answer"":1,""cor_position"":[""32""],""time"":3994,""select"":[{""accurate"":1,""click_position"":""32"",""duration"":3992}],""isempty"":0,""accuracy"":""1.00"",""num"":13,""stage"":2},{""answer"":1,""cor_position"":[""34""],""time"":1193,""select"":[{""accurate"":1,""click_position"":""34"",""duration"":1192}],""isempty"":0,""accuracy"":""1.00"",""num"":14,""stage"":3},{""answer"":1,""cor_position"":[""15""],""time"":2134,""select"":[{""accurate"":1,""click_position"":""15"",""duration"":2132}],""isempty"":0,""accuracy"":""1.00"",""num"":15,""stage"":3}]}",2021-01-05 19:31:07,iOS,iPhone,"iPhone12,1",81502,20210105
812020,99769,15316,1255037,43764692,951261666703867120,0,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":""1.00"",""time"":7446,""select"":[{""accurate"":1,""part"":1,""duration"":3824}]},{""num"":2,""answer"":1,""accuracy"":""1.00"",""time"":19636,""select"":[{""accurate"":1,""part"":1,""duration"":5382},{""accurate"":1,""part"":2,""duration"":3074}]},{""num"":3,""answer"":1,""accuracy"":""0.75"",""time"":25497,""select"":[{""accurate"":0,""part"":1,""duration"":0},{""accurate"":1,""part"":1,""duration"":3324},{""accurate"":1,""part"":2,""duration"":2550}]},{""num"":4,""answer"":1,""accuracy"":""0.67"",""time"":13724,""select"":[{""accurate"":0,""part"":1,""duration"":0},{""accurate"":1,""part"":1,""duration"":769}]},{""num"":5,""answer"":1,""accuracy"":""0.71"",""time"":17320,""select"":[{""accurate"":1,""part"":1,""duration"":3692},{""accurate"":1,""part"":2,""duration"":2998}]}]}",2021-03-25 18:12:50,iOS,iPad,"iPad7,5",90106,20210325
812060,99771,22464,1255172,20052543,897761563518907728,0,"{""type"":""brainScience"",""data"":[{""select"":[{""accurate"":1,""duration"":32867}],""top_click"":0,""answer"":0,""time"":37237,""times"":2,""buttom_click"":5,""accuracy"":""0.00"",""num"":1},{""select"":[{""accurate"":1,""duration"":14763}],""top_click"":0,""answer"":1,""time"":19180,""times"":1,""buttom_click"":4,""accuracy"":""0.50"",""num"":2},{""select"":[{""accurate"":1,""duration"":12121}],""top_click"":0,""answer"":1,""time"":16562,""times"":1,""buttom_click"":2,""accuracy"":""0.67"",""num"":3}]}",2021-03-13 19:35:26,iOS,iPad,"iPad11,3",81708,20210313
812037,99770,15316,2245535,64425386,947761520280484968,0,"{""type"":""brainScience"",""data"":[{""num"":1,""stage"":1,""answer"":1,""accuracy"":1,""time"":256,""itemObj"":[{""position"":{""x"":1258.06,""y"":926.2},""accurate"":1,""duration"":255}],""cor_position"":{""x"":1258.06,""y"":926.2}},{""num"":2,""stage"":2,""answer"":1,""accuracy"":1,""time"":2388,""itemObj"":[{""position"":{""x"":577.08,""y"":212.69},""accurate"":1,""duration"":2388}],""cor_position"":{""x"":577.08,""y"":212.69}},{""num"":3,""stage"":3,""answer"":1,""accuracy"":1,""time"":167,""itemObj"":[{""position"":{""x"":725.08,""y"":724.39},""accurate"":1,""duration"":167}],""cor_position"":{""x"":725.08,""y"":724.39}}]}",2021-03-08 19:27:42,Android,,SCMR-W09,90001,20210308
811992,99768,15316,1254865,2094944,1866161503075114268,1,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":1124}],""time"":1124},{""num"":2,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":4795}],""time"":4795},{""num"":3,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":4512}],""time"":4512}]}",2021-03-06 20:55:41,iOS,iPad,"iPad7,11",90012,20210306
812270,99781,22464,1255381,50752660,3388561105587612526,0,"{""type"":""brainScience"",""data"":[{""select"":[{""accurate"":1,""duration"":11777}],""top_click"":0,""answer"":0,""time"":16159,""times"":2,""buttom_click"":0,""accuracy"":""0.00"",""num"":1},{""select"":[{""accurate"":1,""duration"":1908}],""top_click"":0,""answer"":1,""time"":6291,""times"":1,""buttom_click"":0,""accuracy"":""0.50"",""num"":2},{""select"":[{""accurate"":0,""duration"":1375},{""accurate"":1,""duration"":11323}],""top_click"":0,""answer"":0,""time"":15692,""times"":2,""buttom_click"":1,""accuracy"":""0.33"",""num"":3}]}",2021-01-19 19:32:59,iOS,iPhone,"iPhone9,2",81506,20210119
811990,99768,15316,1254856,25211312,443261442547908680,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""cor_position"":{""x"":1226.0799999999999,""y"":528.54999999999995},""time"":1958,""accuracy"":1,""num"":1,""stage"":1,""itemObj"":[{""accurate"":1,""position"":{""x"":1226.0799999999999,""y"":528.54999999999995},""duration"":1956}]},{""answer"":1,""cor_position"":{""x"":772.35000000000002,""y"":503.66000000000003},""time"":387,""accuracy"":1,""num"":2,""stage"":2,""itemObj"":[{""accurate"":1,""position"":{""x"":772.35000000000002,""y"":503.66000000000003},""duration"":383}]},{""answer"":1,""cor_position"":{""x"":1209.9100000000001,""y"":958.08000000000004},""time"":1033,""accuracy"":1,""num"":3,""stage"":3,""itemObj"":[{""accurate"":1,""position"":{""x"":1209.9100000000001,""y"":958.08000000000004},""duration"":1033}]}]}",2021-02-27 19:32:18,iOS,iPad,"iPad5,3",81606,20210227
812253,99780,15006,1255358,52547343,895561243924920930,0,"{""type"":""brainScience"",""data"":[]}",2021-02-04 19:47:43,iOS,iPad,"iPad4,4",81606,20210204
811995,99768,15316,1254959,59624965,234461598101419692,0,"{""type"":""brainScience"",""data"":[[{""num"":1,""answer"":1,""accuracy"":""1.00"",""time"":19084,""select"":{""options"":[{""accurate"":1,""duration"":3848,""part"":1}]}},{""num"":2,""answer"":1,""accuracy"":""1.00"",""time"":33127,""select"":{""options"":[{""accurate"":1,""duration"":14656,""part"":1}]}},{""num"":3,""answer"":1,""accuracy"":""1.00"",""time"":27582,""select"":{""options"":[{""accurate"":1,""duration"":13380,""part"":1}]}},{""num"":4,""answer"":1,""accuracy"":""1.00"",""time"":23439,""select"":{""options"":[{""accurate"":1,""duration"":7645,""part"":1}]}}],[{""num"":1,""answer"":1,""accuracy"":""1.00"",""time"":19084,""select"":{""options"":[{""accurate"":1,""duration"":3848,""part"":1}]}},{""num"":2,""answer"":1,""accuracy"":""1.00"",""time"":33127,""select"":{""options"":[{""accurate"":1,""duration"":14656,""part"":1}]}},{""num"":3,""answer"":1,""accuracy"":""1.00"",""time"":27582,""select"":{""options"":[{""accurate"":1,""duration"":13380,""part"":1}]}},{""num"":4,""answer"":1,""accuracy"":""1.00"",""time"":23439,""select"":{""options"":[{""accurate"":1,""duration"":7645,""part"":1}]}}]]}",2021-03-17 19:39:47,iOS,iPad,"iPad4,1",81708,20210317
812235,99779,15006,1255269,8894002,2226261520127840730,0,"{""type"":""brainScience"",""data"":[{""select"":[{""accurate"":1,""duration"":21237}],""top_click"":0,""answer"":0,""time"":25612,""times"":2,""buttom_click"":2,""accuracy"":""0.00"",""num"":1},{""select"":[{""accurate"":1,""duration"":12985}],""top_click"":0,""answer"":1,""time"":17364,""times"":1,""buttom_click"":2,""accuracy"":""0.50"",""num"":2},{""select"":[{""accurate"":1,""duration"":9355}],""top_click"":0,""answer"":1,""time"":13732,""times"":1,""buttom_click"":1,""accuracy"":""0.67"",""num"":3}]}",2021-03-08 19:03:19,iOS,iPhone,"iPhone10,1",90010,20210308
878658,106871,9771,1765693,57108252,3184061079877553918,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""position"":2,""time"":1132,""isempty"":0,""duration"":1132,""type"":1,""num"":1,""stage"":1,""accuracy"":""1.00""},{""answer"":0,""position"":1,""time"":1439,""isempty"":0,""duration"":1439,""type"":0,""num"":2,""stage"":1,""accuracy"":""0.50""},{""answer"":1,""position"":3,""time"":2181,""isempty"":0,""duration"":2181,""type"":1,""num"":3,""stage"":1,""accuracy"":""0.67""},{""answer"":1,""position"":0,""time"":1564,""isempty"":0,""duration"":1564,""type"":1,""num"":4,""stage"":1,""accuracy"":""0.75""},{""answer"":1,""position"":3,""time"":1130,""isempty"":0,""duration"":1130,""type"":1,""num"":5,""stage"":1,""accuracy"":""0.80""},{""answer"":1,""position"":0,""time"":1077,""isempty"":1,""duration"":1077,""type"":1,""num"":6,""stage"":1,""accuracy"":""0.80""},{""answer"":1,""position"":2,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":6,""stage"":1,""accuracy"":""0.83""},{""answer"":1,""position"":3,""time"":1031,""isempty"":0,""duration"":1031,""type"":1,""num"":7,""stage"":1,""accuracy"":""0.86""},{""answer"":1,""position"":2,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":8,""stage"":1,""accuracy"":""0.88""},{""answer"":1,""position"":3,""time"":1021,""isempty"":0,""duration"":1021,""type"":1,""num"":9,""stage"":1,""accuracy"":""0.89""},{""answer"":1,""position"":1,""time"":1764,""isempty"":0,""duration"":1764,""type"":1,""num"":10,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":0,""isempty"":1,""duration"":0,""type"":0,""num"":11,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1000,""isempty"":0,""duration"":1000,""type"":1,""num"":11,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":0,""time"":1133,""isempty"":0,""duration"":1133,""type"":1,""num"":12,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":1295,""isempty"":0,""duration"":1295,""type"":1,""num"":13,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":14,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":1,""time"":1030,""isempty"":0,""duration"":1030,""type"":1,""num"":15,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1130,""isempty"":1,""duration"":1130,""type"":1,""num"":16,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":16,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":0,""time"":1172,""isempty"":0,""duration"":1172,""type"":1,""num"":17,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":1145,""isempty"":0,""duration"":1145,""type"":1,""num"":18,""stage"":2,""accuracy"":""1.00""}]}",2021-01-16 20:08:06,iOS,iPad,"iPad5,3",81506,20210116
