liveid,courseid,teacherid,classid,userid,interactionid,isplayback,data,submit_time,device,devicemodel,devicemodel_detail,app_version,dt
816093,110658740,43944,1775044,62472642,797661615348869070,0,"{""type"":""brainScience"",""data"":[{""num"":1,""period"":4,""accuracy"":1,""time"":11058,""select"":[{""release"":3,""out"":1,""duration"":1540,""accurate"":1,""pnum"":1},{""release"":1,""out"":1,""duration"":1327,""accurate"":1,""pnum"":2},{""release"":1,""out"":1,""duration"":1143,""accurate"":1,""pnum"":3},{""release"":3,""out"":3,""duration"":3448,""accurate"":1,""pnum"":4}]},{""num"":2,""period"":2,""accuracy"":1,""time"":6536,""select"":[{""release"":0,""out"":0,""duration"":230,""accurate"":1,""pnum"":1},{""release"":2,""out"":1,""duration"":1225,""accurate"":1,""pnum"":2}]}]}",2021-03-19 19:32:26,Android,,WLZ-AL10,90101,20210319
812279,99781,22464,1255380,47003308,2601361528891517496,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""cor_position"":42,""time"":2300,""select"":{""accurate"":1,""position"":42,""duration"":734},""accuracy"":""1.00"",""num"":1,""stage"":1},{""answer"":1,""cor_position"":null,""time"":2300,""select"":{""accurate"":1,""position"":null,""duration"":734},""accuracy"":""1.00"",""num"":2,""stage"":1},{""answer"":1,""cor_position"":null,""time"":2300,""select"":{""accurate"":1,""position"":null,""duration"":734},""accuracy"":""1.00"",""num"":3,""stage"":1},{""answer"":1,""cor_position"":31,""time"":2300,""select"":{""accurate"":1,""position"":31,""duration"":780},""accuracy"":""1.00"",""num"":4,""stage"":1},{""answer"":0,""cor_position"":22,""time"":2300,""select"":{""accurate"":0,""position"":null,""duration"":780},""accuracy"":""1.00"",""num"":5,""stage"":2},{""answer"":1,""cor_position"":53,""time"":2300,""select"":{""accurate"":1,""position"":53,""duration"":651},""accuracy"":""1.00"",""num"":6,""stage"":2},{""answer"":1,""cor_position"":23,""time"":2300,""select"":{""accurate"":1,""position"":23,""duration"":1637},""accuracy"":""1.00"",""num"":7,""stage"":2},{""answer"":1,""cor_position"":51,""time"":2300,""select"":{""accurate"":1,""position"":51,""duration"":591},""accuracy"":""1.00"",""num"":8,""stage"":2}]}",2021-03-09 19:23:04,iOS,iPad,"iPad5,3",90012,20210309
812082,99772,22464,1255216,51235449,1002261546249635470,0,"{""type"":""brainScience"",""data"":[{""select"":[{""accurate"":1,""duration"":36179}],""top_click"":0,""answer"":1,""time"":40516,""times"":1,""buttom_click"":11,""accuracy"":""1.00"",""num"":1},{""select"":[{""accurate"":1,""duration"":10444}],""top_click"":0,""answer"":1,""time"":14838,""times"":1,""buttom_click"":2,""accuracy"":""1.00"",""num"":2},{""select"":[{""accurate"":1,""duration"":12208}],""top_click"":0,""answer"":1,""time"":16605,""times"":1,""buttom_click"":3,""accuracy"":""1.00"",""num"":3}]}",2021-03-11 19:36:45,iOS,iPad,"iPad7,5",90012,20210311
816075,100893,43944,1103024,61282828,3215260828991698702,1,"{""type"":""brainScience"",""data"":[{""num"":1,""stage"":1,""answer"":1,""accuracy"":1,""time"":66,""itemObj"":[{""position"":{""x"":1725.67,""y"":242.72},""accurate"":1,""duration"":66}],""cor_position"":{""x"":1725.67,""y"":242.72}},{""num"":2,""stage"":2,""answer"":1,""accuracy"":1,""time"":235,""itemObj"":[{""position"":{""x"":563.89,""y"":172},""accurate"":1,""duration"":235}],""cor_position"":{""x"":563.89,""y"":172}},{""num"":3,""stage"":3,""answer"":0,""accuracy"":0.67,""time"":2374,""itemObj"":[{""position"":{""x"":1809.39,""y"":344.5},""accurate"":0,""duration"":165},{""position"":{""x"":666.78,""y"":888.55},""accurate"":1,""duration"":2374}],""cor_position"":{""x"":666.78,""y"":888.55}}]}",2021-01-29 10:02:02,Android,,BAH3-W09,81603,20210129
910240,125567,43944,1792381,61460510,2026361442555802218,0,"{""type"":""brainScience"",""data"":[]}",2021-02-27 19:33:39,Android,,MRX-AN19,81703,20210227
878739,106874,52428,1703643,60994148,2511061675893425236,0,"{""type"":""brainScience"",""data"":[[{""num"":1,""time"":8630,""answer"":1,""accuracy"":""1.00"",""select"":{""accurate"":1,""duration"":2492}},{""num"":2,""time"":7748,""answer"":0,""accuracy"":""0.50"",""select"":{""accurate"":0,""duration"":2180}},{""num"":3,""time"":8146,""answer"":0,""accuracy"":""0.33"",""select"":{""accurate"":0,""duration"":2812}},{""num"":4,""time"":11519,""answer"":1,""accuracy"":""0.50"",""select"":{""accurate"":1,""duration"":5382}}],[{""num"":1,""time"":8630,""answer"":1,""accuracy"":""1.00"",""select"":{""accurate"":1,""duration"":2492}},{""num"":2,""time"":7748,""answer"":0,""accuracy"":""0.50"",""select"":{""accurate"":0,""duration"":2180}},{""num"":3,""time"":8146,""answer"":0,""accuracy"":""0.33"",""select"":{""accurate"":0,""duration"":2812}},{""num"":4,""time"":11519,""answer"":1,""accuracy"":""0.50"",""select"":{""accurate"":1,""duration"":5382}}]]}",2021-03-26 19:43:25,Android,,LIO-AN00,90101,20210326
812005,99772,15316,1255038,50110910,306561061891853932,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""position"":2,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":1,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":1,""time"":1424,""isempty"":0,""duration"":1424,""type"":1,""num"":2,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":3,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":1,""time"":964,""isempty"":0,""duration"":964,""type"":1,""num"":4,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":1809,""isempty"":0,""duration"":1809,""type"":1,""num"":5,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1507,""isempty"":1,""duration"":1507,""type"":1,""num"":6,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":0,""time"":1875,""isempty"":0,""duration"":1875,""type"":1,""num"":6,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":1,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":7,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1071,""isempty"":0,""duration"":1071,""type"":1,""num"":8,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":1526,""isempty"":0,""duration"":1526,""type"":1,""num"":9,""stage"":1,""accuracy"":""1.00""},{""answer"":1,""position"":0,""time"":1273,""isempty"":0,""duration"":1273,""type"":1,""num"":10,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":0,""isempty"":1,""duration"":0,""type"":0,""num"":11,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":1,""time"":1394,""isempty"":0,""duration"":1394,""type"":1,""num"":11,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":1276,""isempty"":0,""duration"":1276,""type"":1,""num"":12,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1375,""isempty"":0,""duration"":1375,""type"":1,""num"":13,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":0,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":14,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":1075,""isempty"":0,""duration"":1075,""type"":1,""num"":15,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1184,""isempty"":1,""duration"":1184,""type"":1,""num"":16,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":3,""time"":0,""isempty"":0,""duration"":0,""type"":0,""num"":16,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":1,""time"":1212,""isempty"":0,""duration"":1212,""type"":1,""num"":17,""stage"":2,""accuracy"":""1.00""},{""answer"":1,""position"":2,""time"":1334,""isempty"":0,""duration"":1334,""type"":1,""num"":18,""stage"":2,""accuracy"":""1.00""}]}",2021-01-14 18:10:30,iOS,iPad,"iPad7,11",81506,20210114
816075,100893,43944,1775055,61742493,3215260828991698702,1,"{""type"":""brainScience"",""data"":[]}",2021-01-19 17:48:36,iOS,iPad,"iPad8,11",81506,20210119
812068,99772,22464,1656430,47610440,3215360976028273462,0,"{""type"":""brainScience"",""data"":[{""num"":1,""select"":[{""accurate"":1,""duration"":3107}],""answer"":1,""accuracy"":""1.00"",""time"":3107},{""num"":2,""select"":[{""accurate"":1,""duration"":6174}],""answer"":1,""accuracy"":""1.00"",""time"":6174},{""num"":3,""select"":[{""accurate"":1,""duration"":4856}],""answer"":1,""accuracy"":""1.00"",""time"":4856}]}",2021-01-04 19:39:18,Android,,AGS2-W09HN,81501,20210104
816090,110678205,43944,1769847,4598328,539261528894227160,0,"{""type"":""brainScience"",""data"":[{""num"":1,""stage"":1,""answer"":1,""accuracy"":1,""time"":1451,""itemObj"":[{""position"":{""x"":1258.06,""y"":926.2},""accurate"":1,""duration"":1451}],""cor_position"":{""x"":1258.06,""y"":926.2}},{""num"":2,""stage"":2,""answer"":0,""accuracy"":0.5,""time"":2634,""itemObj"":[{""position"":{""x"":893.69,""y"":147.32},""accurate"":0,""duration"":65},{""position"":{""x"":577.08,""y"":212.69},""accurate"":1,""duration"":2634}],""cor_position"":{""x"":577.08,""y"":212.69}},{""num"":3,""stage"":3,""answer"":1,""accuracy"":0.67,""time"":130,""itemObj"":[{""position"":{""x"":725.08,""y"":724.39},""accurate"":1,""duration"":130}],""cor_position"":{""x"":725.08,""y"":724.39}}]}",2021-03-09 19:23:25,Android,,PD1829,90001,20210309
876575,106587,15316,1257763,17269556,2508161433768655810,1,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":""1.00"",""time"":16386,""select"":[{""accurate"":1,""part"":1,""duration"":3608},{""accurate"":1,""part"":2,""duration"":2476}]},{""num"":2,""answer"":1,""accuracy"":""1.00"",""time"":8042,""select"":[{""accurate"":1,""part"":1,""duration"":3527}]},{""num"":3,""answer"":1,""accuracy"":""1.00"",""time"":17974,""select"":[{""accurate"":1,""part"":1,""duration"":3547},{""accurate"":1,""part"":2,""duration"":3247}]},{""num"":4,""answer"":1,""accuracy"":""1.00"",""time"":15488,""select"":[{""accurate"":1,""part"":1,""duration"":3071},{""accurate"":1,""part"":2,""duration"":1231}]},{""num"":5,""answer"":1,""accuracy"":""1.00"",""time"":15756,""select"":[{""accurate"":1,""part"":1,""duration"":2434},{""accurate"":1,""part"":2,""duration"":2709}]}]}",2021-02-27 21:53:51,iOS,iPad,"iPad7,5",81708,20210227
910247,125567,43944,1859243,64381231,256361658430765642,1,"{""type"":""brainScience"",""data"":[{""num"":1,""stage"":1,""position"":1,""type"":1,""duration"":1167,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1167},{""num"":2,""stage"":1,""position"":2,""type"":1,""duration"":982,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":982},{""num"":3,""stage"":1,""position"":3,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":4,""stage"":1,""position"":2,""type"":1,""duration"":1086,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1086},{""num"":5,""stage"":1,""position"":1,""type"":1,""duration"":941,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":941},{""num"":6,""stage"":1,""position"":2,""type"":1,""duration"":1009,""isempty"":1,""answer"":1,""accuracy"":""1.00"",""time"":1009},{""num"":6,""stage"":1,""position"":1,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":7,""stage"":2,""position"":2,""type"":1,""duration"":917,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":917},{""num"":8,""stage"":2,""position"":1,""type"":1,""duration"":1100,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1100},{""num"":9,""stage"":2,""position"":3,""type"":1,""duration"":950,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":950},{""num"":10,""stage"":2,""position"":0,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":11,""stage"":2,""position"":1,""type"":0,""duration"":0,""isempty"":1,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":11,""stage"":2,""position"":0,""type"":1,""duration"":959,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":959},{""num"":12,""stage"":2,""position"":2,""type"":1,""duration"":862,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":862},{""num"":13,""stage"":2,""position"":0,""type"":1,""duration"":942,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":942},{""num"":14,""stage"":2,""position"":1,""type"":1,""duration"":1077,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1077},{""num"":15,""stage"":2,""position"":2,""type"":1,""duration"":925,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":925},{""num"":16,""stage"":2,""position"":1,""type"":1,""duration"":941,""isempty"":1,""answer"":1,""accuracy"":""1.00"",""time"":941},{""num"":16,""stage"":2,""position"":2,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":17,""stage"":2,""position"":0,""type"":1,""duration"":1375,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1375}]}",2021-03-31 14:39:52,Android,,BKL-AL20,90101,20210331
816079,100893,43944,1255463,22820440,2131161045160794178,0,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":452}],""time"":452},{""num"":2,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":8924}],""time"":8924},{""num"":3,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":3873}],""time"":3873}]}",2021-01-12 19:40:58,iOS,iPad,"iPad6,11",81506,20210112
878739,116707011,52428,1742667,48464694,540261675933848160,0,"{""type"":""brainScience"",""data"":[{""num"":1,""times"":2,""top_click"":0,""buttom_click"":1,""select"":[{""accurate"":1,""duration"":11707}],""answer"":0,""accuracy"":""0.00"",""time"":16064},{""num"":2,""times"":1,""top_click"":0,""buttom_click"":3,""select"":[{""accurate"":1,""duration"":16196}],""answer"":1,""accuracy"":""0.50"",""time"":20590},{""num"":3,""times"":1,""top_click"":0,""buttom_click"":1,""select"":[{""accurate"":1,""duration"":9327}],""answer"":1,""accuracy"":""0.67"",""time"":13722}]}",2021-03-26 19:50:50,Android,,H7000,90101,20210326
920686,127161,55995,1864219,64069123,235161615264069688,0,"{""type"":""brainScience"",""data"":[{""select"":[{""accurate"":1,""duration"":14458}],""top_click"":0,""answer"":0,""time"":18832,""times"":2,""buttom_click"":2,""accuracy"":""0.00"",""num"":1},{""select"":[{""accurate"":0,""duration"":16604},{""accurate"":1,""duration"":25661}],""top_click"":0,""answer"":0,""time"":30056,""times"":2,""buttom_click"":3,""accuracy"":""0.00"",""num"":2},{""select"":[{""accurate"":1,""duration"":7909}],""top_click"":0,""answer"":1,""time"":12304,""times"":1,""buttom_click"":0,""accuracy"":""0.33"",""num"":3}]}",2021-03-19 19:19:23,iOS,iPad,"iPad7,11",90012,20210319
876565,106587,15316,1257776,56988751,2776760984456824212,0,"{""type"":""brainScience"",""data"":[{""answer"":1,""cor_position"":[""14""],""time"":1618,""select"":[{""accurate"":1,""click_position"":""14"",""duration"":1609}],""isempty"":0,""accuracy"":""1.00"",""num"":1,""stage"":1},{""answer"":1,""cor_position"":[""13""],""time"":1207,""select"":[{""accurate"":1,""click_position"":""13"",""duration"":1203}],""isempty"":0,""accuracy"":""1.00"",""num"":2,""stage"":1},{""answer"":1,""cor_position"":[""13""],""time"":1497,""select"":[{""accurate"":1,""click_position"":""13"",""duration"":1495}],""isempty"":0,""accuracy"":""1.00"",""num"":3,""stage"":1},{""answer"":1,""cor_position"":[""24""],""time"":1392,""select"":[{""accurate"":1,""click_position"":""24"",""duration"":1390}],""isempty"":0,""accuracy"":""1.00"",""num"":4,""stage"":1},{""answer"":1,""cor_position"":[""13""],""time"":1755,""select"":[{""accurate"":1,""click_position"":""13"",""duration"":1753}],""isempty"":0,""accuracy"":""1.00"",""num"":5,""stage"":1},{""answer"":1,""cor_position"":[""35""],""time"":1871,""select"":[{""accurate"":1,""click_position"":""35"",""duration"":1869}],""isempty"":0,""accuracy"":""1.00"",""num"":6,""stage"":1},{""answer"":1,""cor_position"":[""32""],""time"":1775,""select"":[{""accurate"":1,""click_position"":""32"",""duration"":1771}],""isempty"":0,""accuracy"":""1.00"",""num"":7,""stage"":2},{""answer"":1,""cor_position"":[""35""],""time"":1926,""select"":[{""accurate"":1,""click_position"":""35"",""duration"":1925}],""isempty"":0,""accuracy"":""1.00"",""num"":8,""stage"":2},{""answer"":1,""cor_position"":[""22""],""time"":1537,""select"":[{""accurate"":1,""click_position"":""22"",""duration"":1534}],""isempty"":0,""accuracy"":""1.00"",""num"":9,""stage"":2},{""answer"":1,""cor_position"":[""32""],""time"":1332,""select"":[{""accurate"":1,""click_position"":""32"",""duration"":1331}],""isempty"":0,""accuracy"":""1.00"",""num"":10,""stage"":2},{""answer"":1,""cor_position"":[""32""],""time"":1263,""select"":[{""accurate"":1,""click_position"":""32"",""duration"":1261}],""isempty"":0,""accuracy"":""1.00"",""num"":11,""stage"":2},{""answer"":1,""cor_position"":[""34""],""time"":1548,""select"":[{""accurate"":1,""click_position"":""34"",""duration"":1547}],""isempty"":0,""accuracy"":""1.00"",""num"":12,""stage"":2},{""answer"":1,""cor_position"":[""24""],""time"":1402,""select"":[{""accurate"":1,""click_position"":""24"",""duration"":1400}],""isempty"":0,""accuracy"":""1.00"",""num"":13,""stage"":3},{""answer"":1,""cor_position"":[""32""],""time"":1530,""select"":[{""accurate"":1,""click_position"":""32"",""duration"":1528}],""isempty"":0,""accuracy"":""1.00"",""num"":14,""stage"":3}]}",2021-01-05 19:04:45,iOS,iPad,"iPad4,1",81502,20210105
812067,99772,22464,1656417,61120109,3215260855070538198,1,"{""type"":""brainScience"",""data"":[{""answer"":1,""cor_position"":{""x"":1106.95,""y"":279.18000000000001},""time"":806,""accuracy"":1,""num"":1,""stage"":1,""itemObj"":[{""accurate"":1,""position"":{""x"":1106.95,""y"":279.18000000000001},""duration"":805}]},{""answer"":1,""cor_position"":{""x"":277.44,""y"":497.47000000000003},""time"":473,""accuracy"":1,""num"":2,""stage"":2,""itemObj"":[{""accurate"":1,""position"":{""x"":277.44,""y"":497.47000000000003},""duration"":473}]},{""answer"":1,""cor_position"":{""x"":1066.6800000000001,""y"":739.47000000000003},""time"":1701,""accuracy"":1,""num"":3,""stage"":3,""itemObj"":[{""accurate"":1,""position"":{""x"":1066.6800000000001,""y"":739.47000000000003},""duration"":1701}]}]}",2021-01-08 11:58:51,iOS,iPad,"iPad11,1",81502,20210108
812067,99772,22464,1656419,57775666,3215260855070538198,1,"{""type"":""brainScience"",""data"":[{""answer"":0,""cor_position"":{""x"":1106.95,""y"":279.18000000000001},""time"":7788,""accuracy"":0,""num"":1,""stage"":1,""itemObj"":[{""accurate"":0,""position"":{""x"":439.26999999999998,""y"":279.18000000000001},""duration"":2512},{""accurate"":0,""position"":{""x"":1106.95,""y"":827.50999999999999},""duration"":5078},{""accurate"":1,""position"":{""x"":1106.95,""y"":279.18000000000001},""duration"":7788}]},{""answer"":0,""cor_position"":{""x"":277.44,""y"":497.47000000000003},""time"":3710,""accuracy"":0,""num"":2,""stage"":2,""itemObj"":[{""accurate"":0,""position"":{""x"":1307.95,""y"":497.86000000000001},""duration"":983},{""accurate"":1,""position"":{""x"":277.44,""y"":497.47000000000003},""duration"":3710}]},{""answer"":1,""cor_position"":{""x"":1066.6800000000001,""y"":739.47000000000003},""time"":1819,""accuracy"":0.33000000000000002,""num"":3,""stage"":3,""itemObj"":[{""accurate"":1,""position"":{""x"":1066.6800000000001,""y"":739.47000000000003},""duration"":1819}]}]}",2021-01-13 20:36:12,iOS,iPad,"iPad7,1",81502,20210113
816121,100895,34447,1255486,62189479,581360993216584574,0,"{""type"":""brainScience"",""data"":[]}",2021-01-06 19:22:58,iOS,iPad,"iPad4,1",81502,20210106
812280,99781,22464,1255380,48105007,417761554784286260,1,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":1338}],""time"":1338},{""num"":2,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":3481}],""time"":3481},{""num"":3,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":4296}],""time"":4296}]}",2021-03-14 12:45:16,iOS,iPhone,"iPhone11,8",90012,20210314
876581,117187434,15316,2203463,61366267,1868261615092320982,0,"{""type"":""brainScience"",""data"":[{""num"":1,""times"":4,""top_click"":0,""buttom_click"":4,""select"":[{""accurate"":0,""duration"":29665},{""accurate"":1,""duration"":36916}],""answer"":0,""accuracy"":""0.00"",""time"":41265},{""num"":2,""times"":2,""top_click"":0,""buttom_click"":3,""select"":[{""accurate"":0,""duration"":8587},{""accurate"":1,""duration"":16121}],""answer"":0,""accuracy"":""0.00"",""time"":20490},{""num"":3,""times"":2,""top_click"":0,""buttom_click"":3,""select"":[{""accurate"":0,""duration"":10300},{""accurate"":1,""duration"":18620}],""answer"":0,""accuracy"":""0.00"",""time"":22981}]}",2021-03-19 18:51:17,Android,,AGS3-W00D,90101,20210319
910227,125567,43944,1564369,63593606,2129560811737747252,1,"{""type"":""brainScience"",""data"":[{""num"":1,""stage"":1,""position"":1,""type"":1,""duration"":1293,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1293},{""num"":2,""stage"":1,""position"":2,""type"":1,""duration"":1323,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1323},{""num"":3,""stage"":1,""position"":3,""type"":1,""duration"":1142,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1142},{""num"":4,""stage"":1,""position"":2,""type"":1,""duration"":1258,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1258},{""num"":5,""stage"":1,""position"":3,""type"":0,""duration"":957,""isempty"":0,""answer"":0,""accuracy"":""0.80"",""time"":957},{""num"":6,""stage"":1,""position"":2,""type"":1,""duration"":1147,""isempty"":1,""answer"":1,""accuracy"":""0.80"",""time"":1147},{""num"":6,""stage"":1,""position"":1,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""0.83"",""time"":0},{""num"":7,""stage"":1,""position"":0,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""0.86"",""time"":0},{""num"":8,""stage"":1,""position"":1,""type"":1,""duration"":1443,""isempty"":0,""answer"":1,""accuracy"":""0.88"",""time"":1443},{""num"":9,""stage"":1,""position"":2,""type"":1,""duration"":1339,""isempty"":0,""answer"":1,""accuracy"":""0.89"",""time"":1339},{""num"":10,""stage"":2,""position"":0,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":11,""stage"":2,""position"":2,""type"":0,""duration"":0,""isempty"":1,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":11,""stage"":2,""position"":3,""type"":1,""duration"":1238,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1238},{""num"":12,""stage"":2,""position"":2,""type"":1,""duration"":1392,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1392},{""num"":13,""stage"":2,""position"":3,""type"":1,""duration"":1087,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1087},{""num"":14,""stage"":2,""position"":0,""type"":1,""duration"":1159,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1159},{""num"":15,""stage"":2,""position"":1,""type"":0,""duration"":0,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":0},{""num"":16,""stage"":2,""position"":3,""type"":1,""duration"":1239,""isempty"":1,""answer"":1,""accuracy"":""1.00"",""time"":1239},{""num"":16,""stage"":2,""position"":1,""type"":1,""duration"":1510,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1510},{""num"":17,""stage"":2,""position"":3,""type"":1,""duration"":1286,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1286},{""num"":18,""stage"":2,""position"":1,""type"":1,""duration"":1082,""isempty"":0,""answer"":1,""accuracy"":""1.00"",""time"":1082}]}",2021-01-26 19:20:32,Android,,greatqltezc,81603,20210126
910232,125567,43944,1650357,22021467,997561053795985956,0,"{""type"":""brainScience"",""data"":[{""num"":1,""answer"":1,""accuracy"":""1.00"",""select"":[{""accurate"":1,""duration"":1013}],""time"":1013},{""num"":2,""answer"":0,""accuracy"":""0.50"",""select"":[{""accurate"":0,""duration"":3887},{""accurate"":0,""duration"":7852},{""accurate"":1,""duration"":9642}],""time"":9642},{""num"":3,""answer"":1,""accuracy"":""0.67"",""select"":[{""accurate"":1,""duration"":5261}],""time"":5261}]}",2021-01-13 19:40:12,iOS,iPad,"iPad5,3",81506,20210113
816090,100893,43944,1688342,56576557,539261528894227160,0,"{""type"":""brainScience"",""data"":[]}",2021-03-09 19:22:38,iOS,iPad,"iPad8,3",90012,20210309
